1:1:1	الٓر	P	INL|
19:3:2	أَلْقَيْ	V	PERF|VF:4|ROOT:لقي|LEM:أَلْقَى|1P
19:3:3	نَا	N	PRON|SUFF|1P
19:4:1	فِي	P	P|LEM:فِي
19:4:2	هَا	N	PRON|SUFF|3FS
19:5:1	رَوَٰسِىَ	N	ACT_PCPL|VF:1|ROOT:رسو|LEM:رَواسِي|FP|ACC
19:6:1	وَ	P	CONJ|PREF|LEM:و
19:6:2	أَنۢبَتْ	V	PERF|VF:4|ROOT:نبت|LEM:أَنۢبَتَ|1P
19:6:3	نَا	N	PRON|SUFF|1P
19:7:1	فِي	P	P|LEM:فِي
19:7:2	هَا	N	PRON|SUFF|3FS
19:8:1	مِن	P	P|LEM:مِن
19:9:1	كُلِّ	N	ROOT:كلل|LEM:كُلّ|M|GEN
19:10:1	شَىْءٍ	N	ROOT:شيأ|LEM:شَىْء|M|INDEF|GEN
19:11:1	مَّوْزُونٍ	N	PASS_PCPL|VF:1|ROOT:وزن|LEM:مَوْزُون|M|INDEF|GEN
20:1:1	وَ	P	CONJ|PREF|LEM:و
20:1:2	جَعَلْ	V	PERF|VF:1|ROOT:جعل|LEM:جَعَلَ|1P
20:1:3	نَا	N	PRON|SUFF|1P
20:2:1	لَ	P	P|PREF|LEM:ل
20:2:2	كُمْ	N	PRON|2MP
20:3:1	فِي	P	P|LEM:فِي
20:3:2	هَا	N	PRON|SUFF|3FS
20:4:1	مَعَٰيِشَ	N	ROOT:عيش|LEM:مَعايِش|MP|ACC
20:5:1	وَ	P	CONJ|PREF|LEM:و
20:5:2	مَن	N	REL|LEM:مَن
20:6:1	لَّسْ	V	PERF|VF:1|ROOT:ليس|LEM:لَيْسَ|FAM:كَان|2MP
20:6:2	تُمْ	N	PRON|SUFF|2MP
20:7:1	لَ	P	P|PREF|LEM:ل
20:7:2	هُۥ	N	PRON|3MS
20:8:1	بِ	P	P|PREF|LEM:ب
20:8:2	رَٰزِقِينَ	N	ACT_PCPL|VF:1|ROOT:رزق|LEM:رازِق|MP|GEN
21:1:1	وَ	P	CONJ|PREF|LEM:و
21:1:2	إِن	P	NEG|LEM:إِن
21:2:1	مِّن	P	P|LEM:مِن
21:3:1	شَىْءٍ	N	ROOT:شيأ|LEM:شَىْء|M|INDEF|GEN
21:4:1	إِلَّا	P	RES|LEM:إِلّا
21:5:1	عِندَ	N	LOC|ROOT:عند|LEM:عِند|ACC
21:5:2	نَا	N	PRON|SUFF|1P
21:6:1	خَزَآئِنُ	N	ROOT:خزن|LEM:خَزائِن|MP|NOM
21:6:2	هُۥ	N	PRON|SUFF|3MS
21:7:1	وَ	P	CONJ|PREF|LEM:و
21:7:2	مَا	P	NEG|LEM:ما
21:8:1	نُنَزِّلُ	V	IMPF|VF:2|ROOT:نزل|LEM:نَزَّلَ|1P|MOOD:IND
21:8:2	هُۥٓ	N	PRON|SUFF|3MS
21:9:1	إِلَّا	P	RES|LEM:إِلّا
21:10:1	بِ	P	P|PREF|LEM:ب
21:10:2	قَدَرٍ	N	ROOT:قدر|LEM:قَدَر|M|INDEF|GEN
21:11:1	مَّعْلُومٍ	N	PASS_PCPL|VF:1|ROOT:علم|LEM:مَعْلُوم|M|INDEF|GEN
22:1:1	وَ	P	CONJ|PREF|LEM:و
22:1:2	أَرْسَلْ	V	PERF|VF:4|ROOT:رسل|LEM:أَرْسَلَ|1P
22:1:3	نَا	N	PRON|SUFF|1P
22:2:1	ٱل	P	DET|PREF|LEM:ال
22:2:2	رِّيَٰحَ	N	ROOT:روح|LEM:رِيح|FP|ACC
22:3:1	لَوَٰقِحَ	N	ROOT:لقح|LEM:لَواقِح|MP|ACC
22:4:1	فَ	P	CONJ|PREF|LEM:ف
22:4:2	أَنزَلْ	V	PERF|VF:4|ROOT:نزل|LEM:أَنزَلَ|1P
22:4:3	نَا	N	PRON|SUFF|1P
22:5:1	مِنَ	P	P|LEM:مِن
22:6:1	ٱل	P	DET|PREF|LEM:ال
22:6:2	سَّمَآءِ	N	ROOT:سمو|LEM:سَماء|F|GEN
22:7:1	مَآءً	N	ROOT:موه|LEM:ماء|M|INDEF|ACC
22:8:1	فَ	P	CONJ|PREF|LEM:ف
22:8:2	أَسْقَيْ	V	PERF|VF:4|ROOT:سقي|LEM:أَسْقَيْ|1P
22:8:3	نَٰ	N	PRON|SUFF|1P
22:8:4	كُمُو	N	PRON|SUFF|2MP
22:8:5	هُ	N	PRON|SUFF|3MS
22:9:1	وَ	P	CONJ|PREF|LEM:و
22:9:2	مَآ	P	NEG|LEM:ما
22:10:1	أَنتُمْ	N	PRON|2MP
22:11:1	لَ	P	P|PREF|LEM:ل
22:11:2	هُۥ	N	PRON|3MS
22:12:1	بِ	P	P|PREF|LEM:ب
22:12:2	خَٰزِنِينَ	N	ACT_PCPL|VF:1|ROOT:خزن|LEM:خازِن|MP|GEN
23:1:1	وَ	P	CONJ|PREF|LEM:و
23:1:2	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
23:1:3	ا	N	PRON|SUFF|1P
23:2:1	لَ	P	EMPH|PREF|LEM:ل
23:2:2	نَحْنُ	N	PRON|1P
23:3:1	نُحْىِۦ	V	IMPF|VF:4|ROOT:حيي|LEM:أَحْيا|1P|MOOD:IND
23:4:1	وَ	P	CONJ|PREF|LEM:و
23:4:2	نُمِيتُ	V	IMPF|VF:4|ROOT:موت|LEM:أَماتَ|1P|MOOD:IND
23:5:1	وَ	P	CONJ|PREF|LEM:و
23:5:2	نَحْنُ	N	PRON|1P
23:6:1	ٱلْ	P	DET|PREF|LEM:ال
23:6:2	وَٰرِثُونَ	N	ACT_PCPL|VF:1|ROOT:ورث|LEM:وارِث|MP|NOM
24:1:1	وَ	P	CONJ|PREF|LEM:و
24:1:2	لَ	P	EMPH|PREF|LEM:ل
24:1:3	قَدْ	P	CERT|LEM:قَد
24:2:1	عَلِمْ	V	PERF|VF:1|ROOT:علم|LEM:عَلِمَ|1P
24:2:2	نَا	N	PRON|SUFF|1P
24:3:1	ٱلْ	P	DET|PREF|LEM:ال
24:3:2	مُسْتَقْدِمِينَ	N	ACT_PCPL|VF:10|ROOT:قدم|LEM:مُسْتَقْدِم|MP|ACC
24:4:1	مِن	P	P|LEM:مِن
24:4:2	كُمْ	N	PRON|SUFF|2MP
24:5:1	وَ	P	CONJ|PREF|LEM:و
24:5:2	لَ	P	EMPH|PREF|LEM:ل
24:5:3	قَدْ	P	CERT|LEM:قَد
24:6:1	عَلِمْ	V	PERF|VF:1|ROOT:علم|LEM:عَلِمَ|1P
24:6:2	نَا	N	PRON|SUFF|1P
24:7:1	ٱلْ	P	DET|PREF|LEM:ال
24:7:2	مُسْتَـْٔخِرِينَ	N	ACT_PCPL|VF:10|ROOT:أخر|LEM:مُسْتَأْخِر|MP|ACC
25:1:1	وَ	P	CONJ|PREF|LEM:و
25:1:2	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
25:2:1	رَبَّ	N	ROOT:ربب|LEM:رَبّ|M|ACC
25:2:2	كَ	N	PRON|SUFF|2MS
25:3:1	هُوَ	N	PRON|3MS
25:4:1	يَحْشُرُ	V	IMPF|VF:1|ROOT:حشر|LEM:حَشَرَ|3MS|MOOD:IND
25:4:2	هُمْ	N	PRON|SUFF|3MP
25:5:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
25:5:2	هُۥ	N	PRON|SUFF|3MS
25:6:1	حَكِيمٌ	N	ROOT:حكم|LEM:حَكِيم|MS|INDEF|NOM
25:7:1	عَلِيمٌ	N	ROOT:علم|LEM:عَلِيم|MS|INDEF|NOM|ADJ
26:1:1	وَ	P	CONJ|PREF|LEM:و
26:1:2	لَ	P	EMPH|PREF|LEM:ل
26:1:3	قَدْ	P	CERT|LEM:قَد
26:2:1	خَلَقْ	V	PERF|VF:1|ROOT:خلق|LEM:خَلَقَ|1P
26:2:2	نَا	N	PRON|SUFF|1P
26:3:1	ٱلْ	P	DET|PREF|LEM:ال
26:3:2	إِنسَٰنَ	N	ROOT:أنس|LEM:إِنسان|M|ACC
26:4:1	مِن	P	P|LEM:مِن
26:5:1	صَلْصَٰلٍ	N	ROOT:صلصل|LEM:صَلْصال|M|INDEF|GEN
26:6:1	مِّنْ	P	P|LEM:مِن
26:7:1	حَمَإٍ	N	ROOT:حمأ|LEM:حَمَإ|M|INDEF|GEN
26:8:1	مَّسْنُونٍ	N	PASS_PCPL|VF:1|ROOT:سنن|LEM:مَسْنُون|M|INDEF|GEN
27:1:1	وَ	P	CONJ|PREF|LEM:و
27:1:2	ٱلْ	P	DET|PREF|LEM:ال
27:1:3	جَآنَّ	N	ACT_PCPL|VF:1|ROOT:جنن|LEM:جانّ|M|ACC
27:2:1	خَلَقْ	V	PERF|VF:1|ROOT:خلق|LEM:خَلَقَ|1P
27:2:2	نَٰ	N	PRON|SUFF|1P
27:2:3	هُ	N	PRON|SUFF|3MS
27:3:1	مِن	P	P|LEM:مِن
27:4:1	قَبْلُ	N	ROOT:قبل|LEM:قَبْل|GEN
27:5:1	مِن	P	P|LEM:مِن
27:6:1	نَّارِ	N	ROOT:نور|LEM:نار|F|GEN
27:7:1	ٱل	P	DET|PREF|LEM:ال
27:7:2	سَّمُومِ	N	ROOT:سمم|LEM:سَمُوم|M|GEN
28:1:1	وَ	P	CONJ|PREF|LEM:و
28:1:2	إِذْ	N	T|LEM:إِذ
28:2:1	قَالَ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MS
28:3:1	رَبُّ	N	ROOT:ربب|LEM:رَبّ|M|NOM
28:3:2	كَ	N	PRON|SUFF|2MS
28:4:1	لِ	P	P|PREF|LEM:ل
28:4:2	لْ	P	DET|PREF|LEM:ال
28:4:3	مَلَٰٓئِكَةِ	N	ROOT:ملك|LEM:مَلَك|MP|GEN
28:5:1	إِنِّ	P	ACC|LEM:إِنّ|FAM:إِنّ
28:5:2	ى	N	PRON|SUFF|1S
28:6:1	خَٰلِقٌۢ	N	ACT_PCPL|VF:1|ROOT:خلق|LEM:خالِق|M|INDEF|NOM
28:7:1	بَشَرًا	N	ROOT:بشر|LEM:بَشَر|M|INDEF|ACC
28:8:1	مِّن	P	P|LEM:مِن
28:9:1	صَلْصَٰلٍ	N	ROOT:صلصل|LEM:صَلْصال|M|INDEF|GEN
28:10:1	مِّنْ	P	P|LEM:مِن
28:11:1	حَمَإٍ	N	ROOT:حمأ|LEM:حَمَإ|M|INDEF|GEN
28:12:1	مَّسْنُونٍ	N	PASS_PCPL|VF:1|ROOT:سنن|LEM:مَسْنُون|M|INDEF|GEN
29:1:1	فَ	P	REM|PREF|LEM:ف
29:1:2	إِذَا	N	T|LEM:إِذا
29:2:1	سَوَّيْ	V	PERF|VF:2|ROOT:سوي|LEM:سَوَّى|1S
29:2:2	تُ	N	PRON|SUFF|1S
29:2:3	هُۥ	N	PRON|SUFF|3MS
29:3:1	وَ	P	CONJ|PREF|LEM:و
29:3:2	نَفَخْ	V	PERF|VF:1|ROOT:نفخ|LEM:نَفَخَ|1S
29:3:3	تُ	N	PRON|SUFF|1S
29:4:1	فِي	P	P|LEM:فِي
29:4:2	هِ	N	PRON|SUFF|3MS
29:5:1	مِن	P	P|LEM:مِن
29:6:1	رُّوحِ	N	ROOT:روح|LEM:رُوح|M|GEN
29:6:2	ى	N	PRON|SUFF|1S
29:7:1	فَ	P	REM|PREF|LEM:ف
29:7:2	قَعُ	V	IMPV|VF:1|ROOT:وقع|LEM:وَقَعَ|2MP
29:7:3	وا۟	N	PRON|SUFF|2MP
29:8:1	لَ	P	P|PREF|LEM:ل
