1:1:1	يُسَبِّحُ	V	IMPF|VF:2|ROOT:سبح|LEM:سَبَّحَ|3MS|MOOD:IND
7:12:2	تُنَبَّؤُ	V	IMPF|VF:2|PASS|ROOT:نبأ|LEM:نَبَّأَ|2MP|MOOD:IND
7:12:3	نَّ	P	EMPH|SUFF|LEM:ن
7:13:1	بِ	P	P|PREF|LEM:ب
7:13:2	مَا	N	REL|LEM:ما
7:14:1	عَمِلْ	V	PERF|VF:1|ROOT:عمل|LEM:عَمِلَ|2MP
7:14:2	تُمْ	N	PRON|SUFF|2MP
7:15:1	وَ	P	REM|PREF|LEM:و
7:15:2	ذَٰ	N	DEM|LEM:ذا|MS
7:15:3	لِ	P	DIST|SUFF|LEM:ل
7:15:4	كَ	P	ADDR|SUFF|M
7:16:1	عَلَى	P	P|LEM:عَلَى
7:17:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
7:18:1	يَسِيرٌ	N	ROOT:يسر|LEM:يَسِير|MS|INDEF|NOM
8:1:1	فَ	P	REM|PREF|LEM:ف
8:1:2	ـَٔامِنُ	V	IMPV|VF:4|ROOT:أمن|LEM:آمَنَ|2MP
8:1:3	وا۟	N	PRON|SUFF|2MP
8:2:1	بِ	P	P|PREF|LEM:ب
8:2:2	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
8:3:1	وَ	P	CONJ|PREF|LEM:و
8:3:2	رَسُولِ	N	ROOT:رسل|LEM:رَسُول|M|GEN
8:3:3	هِۦ	N	PRON|SUFF|3MS
8:4:1	وَ	P	CONJ|PREF|LEM:و
8:4:2	ٱل	P	DET|PREF|LEM:ال
8:4:3	نُّورِ	N	ROOT:نور|LEM:نُور|M|GEN
8:5:1	ٱلَّذِىٓ	N	REL|LEM:الَّذِي|MS
8:6:1	أَنزَلْ	V	PERF|VF:4|ROOT:نزل|LEM:أَنزَلَ|1P
8:6:2	نَا	N	PRON|SUFF|1P
8:7:1	وَ	P	REM|PREF|LEM:و
8:7:2	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
8:8:1	بِ	P	P|PREF|LEM:ب
8:8:2	مَا	N	REL|LEM:ما
8:9:1	تَعْمَلُ	V	IMPF|VF:1|ROOT:عمل|LEM:عَمِلَ|2MP|MOOD:IND
8:9:2	ونَ	N	PRON|SUFF|2MP
8:10:1	خَبِيرٌ	N	ROOT:خبر|LEM:خَبِير|MS|INDEF|NOM
9:1:1	يَوْمَ	N	T|ROOT:يوم|LEM:يَوْم|M|ACC
9:2:1	يَجْمَعُ	V	IMPF|VF:1|ROOT:جمع|LEM:جَمَعَ|3MS|MOOD:IND
9:2:2	كُمْ	N	PRON|SUFF|2MP
9:3:1	لِ	P	P|PREF|LEM:ل
9:3:2	يَوْمِ	N	ROOT:يوم|LEM:يَوْم|M|GEN
9:4:1	ٱلْ	P	DET|PREF|LEM:ال
9:4:2	جَمْعِ	N	ROOT:جمع|LEM:جَمْع|M|GEN
9:5:1	ذَٰ	N	DEM|LEM:ذا|MS
9:5:2	لِ	P	DIST|SUFF|LEM:ل
9:5:3	كَ	P	ADDR|SUFF|M
9:6:1	يَوْمُ	N	ROOT:يوم|LEM:يَوْم|M|NOM
9:7:1	ٱل	P	DET|PREF|LEM:ال
9:7:2	تَّغَابُنِ	N	VN|VF:6|ROOT:غبن|LEM:تَغابُن|M|GEN
9:8:1	وَ	P	REM|PREF|LEM:و
9:8:2	مَن	N	COND|LEM:مَن
9:9:1	يُؤْمِنۢ	V	IMPF|VF:4|ROOT:أمن|LEM:آمَنَ|3MS|MOOD:JUS
9:10:1	بِ	P	P|PREF|LEM:ب
9:10:2	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
9:11:1	وَ	P	CONJ|PREF|LEM:و
9:11:2	يَعْمَلْ	V	IMPF|VF:1|ROOT:عمل|LEM:عَمِلَ|3MS|MOOD:JUS
9:12:1	صَٰلِحًا	N	ACT_PCPL|VF:1|ROOT:صلح|LEM:صالِح|M|INDEF|ACC
9:13:1	يُكَفِّرْ	V	IMPF|VF:2|ROOT:كفر|LEM:كَفَّرَ|3MS|MOOD:JUS
9:14:1	عَنْ	P	P|LEM:عَن
9:14:2	هُ	N	PRON|SUFF|3MS
9:15:1	سَيِّـَٔاتِ	N	ROOT:سوأ|LEM:سَيِّئَة|FP|ACC
9:15:2	هِۦ	N	PRON|SUFF|3MS
9:16:1	وَ	P	CONJ|PREF|LEM:و
9:16:2	يُدْخِلْ	V	IMPF|VF:4|ROOT:دخل|LEM:أُدْخِلَ|3MS|MOOD:JUS
9:16:3	هُ	N	PRON|SUFF|3MS
9:17:1	جَنَّٰتٍ	N	ROOT:جنن|LEM:جَنَّة|FP|INDEF|ACC
9:18:1	تَجْرِى	V	IMPF|VF:1|ROOT:جري|LEM:جَرَيْ|3FS|MOOD:IND
9:19:1	مِن	P	P|LEM:مِن
9:20:1	تَحْتِ	N	ROOT:تحت|LEM:تَحْت|GEN
9:20:2	هَا	N	PRON|SUFF|3FS
9:21:1	ٱلْ	P	DET|PREF|LEM:ال
9:21:2	أَنْهَٰرُ	N	ROOT:نهر|LEM:نَهَر|MP|NOM
9:22:1	خَٰلِدِينَ	N	ACT_PCPL|VF:1|ROOT:خلد|LEM:خالِد|MP|ACC
9:23:1	فِي	P	P|LEM:فِي
9:23:2	هَآ	N	PRON|SUFF|3FS
9:24:1	أَبَدًا	N	T|ROOT:أبد|LEM:أَبَدًا|M|INDEF|ACC
9:25:1	ذَٰ	N	DEM|LEM:ذا|MS
9:25:2	لِ	P	DIST|SUFF|LEM:ل
9:25:3	كَ	P	ADDR|SUFF|M
9:26:1	ٱلْ	P	DET|PREF|LEM:ال
9:26:2	فَوْزُ	N	ROOT:فوز|LEM:فَوْز|M|NOM
9:27:1	ٱلْ	P	DET|PREF|LEM:ال
9:27:2	عَظِيمُ	N	ROOT:عظم|LEM:عَظِيم|MS|NOM|ADJ
10:1:1	وَ	P	REM|PREF|LEM:و
10:1:2	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
10:2:1	كَفَرُ	V	PERF|VF:1|ROOT:كفر|LEM:كَفَرَ|3MP
10:2:2	وا۟	N	PRON|SUFF|3MP
10:3:1	وَ	P	CONJ|PREF|LEM:و
10:3:2	كَذَّبُ	V	PERF|VF:2|ROOT:كذب|LEM:كَذَّبَ|3MP
10:3:3	وا۟	N	PRON|SUFF|3MP
10:4:1	بِ	P	P|PREF|LEM:ب
10:4:2	ـَٔايَٰتِ	N	ROOT:أيي|LEM:آيَة|FP|GEN
10:4:3	نَآ	N	PRON|SUFF|1P
10:5:1	أُو۟لَٰٓئِ	N	DEM|LEM:ذا|P
10:5:2	كَ	P	ADDR|SUFF|M
10:6:1	أَصْحَٰبُ	N	ROOT:صحب|LEM:أَصْحاب|MP|NOM
10:7:1	ٱل	P	DET|PREF|LEM:ال
10:7:2	نَّارِ	N	ROOT:نور|LEM:نار|F|GEN
10:8:1	خَٰلِدِينَ	N	ACT_PCPL|VF:1|ROOT:خلد|LEM:خالِد|MP|ACC
10:9:1	فِي	P	P|LEM:فِي
10:9:2	هَا	N	PRON|SUFF|3FS
10:10:1	وَ	P	REM|PREF|LEM:و
10:10:2	بِئْسَ	V	PERF|VF:1|ROOT:بأس|LEM:بِئْسَ|3MS
10:11:1	ٱلْ	P	DET|PREF|LEM:ال
10:11:2	مَصِيرُ	N	ROOT:صير|LEM:مَصِير|NOM
11:1:1	مَآ	P	NEG|LEM:ما
11:2:1	أَصَابَ	V	PERF|VF:4|ROOT:صوب|LEM:أَصابَ|3MS
11:3:1	مِن	P	P|LEM:مِن
11:4:1	مُّصِيبَةٍ	N	ACT_PCPL|VF:4|ROOT:صوب|LEM:مُصِيبَة|F|INDEF|GEN
11:5:1	إِلَّا	P	RES|LEM:إِلّا
11:6:1	بِ	P	P|PREF|LEM:ب
11:6:2	إِذْنِ	N	ROOT:أذن|LEM:إِذْن|M|GEN
11:7:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
11:8:1	وَ	P	REM|PREF|LEM:و
11:8:2	مَن	N	COND|LEM:مَن
11:9:1	يُؤْمِنۢ	V	IMPF|VF:4|ROOT:أمن|LEM:آمَنَ|3MS|MOOD:JUS
11:10:1	بِ	P	P|PREF|LEM:ب
11:10:2	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
11:11:1	يَهْدِ	V	IMPF|VF:1|ROOT:هدي|LEM:هَدَى|3MS|MOOD:JUS
11:12:1	قَلْبَ	N	ROOT:قلب|LEM:قَلْب|FS|ACC
11:12:2	هُۥ	N	PRON|SUFF|3MS
11:13:1	وَ	P	REM|PREF|LEM:و
11:13:2	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
11:14:1	بِ	P	P|PREF|LEM:ب
11:14:2	كُلِّ	N	ROOT:كلل|LEM:كُلّ|M|GEN
11:15:1	شَىْءٍ	N	ROOT:شيأ|LEM:شَىْء|M|INDEF|GEN
11:16:1	عَلِيمٌ	N	ROOT:علم|LEM:عَلِيم|MS|INDEF|NOM
12:1:1	وَ	P	REM|PREF|LEM:و
12:1:2	أَطِيعُ	V	IMPV|VF:4|ROOT:طوع|LEM:أَطاعَ|2MP
12:1:3	وا۟	N	PRON|SUFF|2MP
12:2:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
12:3:1	وَ	P	CONJ|PREF|LEM:و
12:3:2	أَطِيعُ	V	IMPV|VF:4|ROOT:طوع|LEM:أَطاعَ|2MP
12:3:3	وا۟	N	PRON|SUFF|2MP
12:4:1	ٱل	P	DET|PREF|LEM:ال
12:4:2	رَّسُولَ	N	ROOT:رسل|LEM:رَسُول|M|ACC
12:5:1	فَ	P	REM|PREF|LEM:ف
12:5:2	إِن	P	COND|LEM:إِن
12:6:1	تَوَلَّيْ	V	PERF|VF:5|ROOT:ولي|LEM:تَوَلَّى|2MP
12:6:2	تُمْ	N	PRON|SUFF|2MP
12:7:1	فَ	P	RSLT|PREF|LEM:ف
12:7:2	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
12:7:3	مَا	P	PREV|LEM:ما
12:8:1	عَلَىٰ	P	P|LEM:عَلَى
12:9:1	رَسُولِ	N	ROOT:رسل|LEM:رَسُول|M|GEN
12:9:2	نَا	N	PRON|SUFF|1P
12:10:1	ٱلْ	P	DET|PREF|LEM:ال
12:10:2	بَلَٰغُ	N	ROOT:بلغ|LEM:بَلاغ|M|NOM
12:11:1	ٱلْ	P	DET|PREF|LEM:ال
12:11:2	مُبِينُ	N	ACT_PCPL|VF:4|ROOT:بين|LEM:مُبِين|M|NOM|ADJ
13:1:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
13:2:1	لَآ	P	NEG|LEM:لا|FAM:إِنّ
13:3:1	إِلَٰهَ	N	ROOT:أله|LEM:إِلٰه|MS|ACC
13:4:1	إِلَّا	P	EXP|LEM:إِلّا
13:5:1	هُوَ	N	PRON|3MS
13:6:1	وَ	P	REM|PREF|LEM:و
13:6:2	عَلَى	P	P|LEM:عَلَى
13:7:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
13:8:1	فَ	P	REM|PREF|LEM:ف
13:8:2	لْ	P	IMPV|PREF|LEM:ل
13:8:3	يَتَوَكَّلِ	V	IMPF|VF:5|ROOT:وكل|LEM:تَوَكَّلْ|3MS|MOOD:JUS
13:9:1	ٱلْ	P	DET|PREF|LEM:ال
13:9:2	مُؤْمِنُونَ	N	ACT_PCPL|VF:4|ROOT:أمن|LEM:مُؤْمِن|MP|NOM
14:1:1	يَٰٓ	P	VOC|PREF|LEM:ي
14:1:2	أَيُّ	N	ROOT:أيي|LEM:أَيّ|ACC
14:1:3	هَا	P	ATT|SUFF|LEM:ه
14:2:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
14:3:1	ءَامَنُ	V	PERF|VF:4|ROOT:أمن|LEM:آمَنَ|3MP
14:3:2	وٓا۟	N	PRON|SUFF|3MP
14:4:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
14:5:1	مِنْ	P	P|LEM:مِن
14:6:1	أَزْوَٰجِ	N	ROOT:زوج|LEM:زَوْج|MP|GEN
14:6:2	كُمْ	N	PRON|SUFF|2MP
14:7:1	وَ	P	CONJ|PREF|LEM:و
14:7:2	أَوْلَٰدِ	N	ROOT:ولد|LEM:وَلَد|MP|GEN
14:7:3	كُمْ	N	PRON|SUFF|2MP
14:8:1	عَدُوًّا	N	ROOT:عدو|LEM:عَدُوّ|M|INDEF|ACC
14:9:1	لَّ	P	P|PREF|LEM:ل
14:9:2	كُمْ	N	PRON|2MP
14:10:1	فَ	P	CAUS|PREF|LEM:ف
14:10:2	ٱحْذَرُ	V	IMPV|VF:1|ROOT:حذر|LEM:يَحْذَرُ|2MP
14:10:3	و	N	PRON|SUFF|2MP
14:10:4	هُمْ	N	PRON|SUFF|3MP
14:11:1	وَ	P	REM|PREF|LEM:و
14:11:2	إِن	P	COND|LEM:إِن
14:12:1	تَعْفُ	V	IMPF|VF:1|ROOT:عفو|LEM:عَفا|2MP|MOOD:JUS
14:12:2	وا۟	N	PRON|SUFF|2MP
14:13:1	وَ	P	CONJ|PREF|LEM:و
14:13:2	تَصْفَحُ	V	IMPF|VF:1|ROOT:صفح|LEM:يَصْفَحُ|2MP|MOOD:JUS
14:13:3	وا۟	N	PRON|SUFF|2MP
14:14:1	وَ	P	CONJ|PREF|LEM:و
14:14:2	تَغْفِرُ	V	IMPF|VF:1|ROOT:غفر|LEM:غَفَرَ|2MP|MOOD:JUS
14:14:3	وا۟	N	PRON|SUFF|2MP
14:15:1	فَ	P	RSLT|PREF|LEM:ف
14:15:2	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
14:16:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
14:17:1	غَفُورٌ	N	ROOT:غفر|LEM:غَفُور|MS|INDEF|NOM
14:18:1	رَّحِيمٌ	N	ROOT:رحم|LEM:رَحِيم|MS|INDEF|NOM|ADJ
15:1:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
15:1:2	مَآ	P	PREV|LEM:ما
15:2:1	أَمْوَٰلُ	N	ROOT:مول|LEM:مال|MP|NOM
15:2:2	كُمْ	N	PRON|SUFF|2MP
15:3:1	وَ	P	CONJ|PREF|LEM:و
15:3:2	أَوْلَٰدُ	N	ROOT:ولد|LEM:وَلَد|MP|NOM
15:3:3	كُمْ	N	PRON|SUFF|2MP
15:4:1	فِتْنَةٌ	N	ROOT:فتن|LEM:فِتْنَة|F|INDEF|NOM
15:5:1	وَ	P	REM|PREF|LEM:و
15:5:2	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
15:6:1	عِندَ	N	LOC|ROOT:عند|LEM:عِند|ACC
15:6:2	هُۥٓ	N	PRON|SUFF|3MS
15:7:1	أَجْرٌ	N	ROOT:أجر|LEM:أَجْر|M|INDEF|NOM
15:8:1	عَظِيمٌ	N	ROOT:عظم|LEM:عَظِيم|MS|INDEF|NOM|ADJ
16:1:1	فَ	P	REM|PREF|LEM:ف
16:1:2	ٱتَّقُ	V	IMPV|VF:8|ROOT:وقي|LEM:اتَّقَى|2MP
16:1:3	وا۟	N	PRON|SUFF|2MP
16:2:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
16:3:1	مَا	P	SUB|LEM:ما
16:4:1	ٱسْتَطَعْ	V	PERF|VF:10|ROOT:طوع|LEM:اسْتَطاعَ|2MP
16:4:2	تُمْ	N	PRON|SUFF|2MP
16:5:1	وَ	P	CONJ|PREF|LEM:و
16:5:2	ٱسْمَعُ	V	IMPV|VF:1|ROOT:سمع|LEM:سَمِعَ|2MP
16:5:3	وا۟	N	PRON|SUFF|2MP
16:6:1	وَ	P	CONJ|PREF|LEM:و
16:6:2	أَطِيعُ	V	IMPV|VF:4|ROOT:طوع|LEM:أَطاعَ|2MP
16:6:3	وا۟	N	PRON|SUFF|2MP
16:7:1	وَ	P	CONJ|PREF|LEM:و
16:7:2	أَنفِقُ	V	IMPV|VF:4|ROOT:نفق|LEM:أَنفَقَ|2MP
16:7:3	وا۟	N	PRON|SUFF|2MP
