1:1:1	الٓمٓ	P	INL|
4:8:1	مِن	P	P|LEM:مِن
4:9:1	قَبْلِ	N	ROOT:قبل|LEM:قَبْل|GEN
4:9:2	كَ	N	PRON|SUFF|2MS
4:10:1	وَ	P	REM|PREF|LEM:و
4:10:2	بِ	P	P|PREF|LEM:ب
4:10:3	ٱلْ	P	DET|PREF|LEM:ال
4:10:4	ءَاخِرَةِ	N	ROOT:أخر|LEM:آخِر|FS|GEN
4:11:1	هُمْ	N	PRON|3MP
4:12:1	يُوقِنُ	V	IMPF|VF:4|ROOT:يقن|LEM:يُوقِنُ|3MP|MOOD:IND
4:12:2	ونَ	N	PRON|SUFF|3MP
5:1:1	أُو۟لَٰٓئِ	N	DEM|LEM:ذا|P
5:1:2	كَ	P	ADDR|SUFF|M
5:2:1	عَلَىٰ	P	P|LEM:عَلَى
5:3:1	هُدًى	N	ROOT:هدي|LEM:هُدًى|M|INDEF|GEN
5:4:1	مِّن	P	P|LEM:مِن
5:5:1	رَّبِّ	N	ROOT:ربب|LEM:رَبّ|M|GEN
5:5:2	هِمْ	N	PRON|SUFF|3MP
5:6:1	وَ	P	CONJ|PREF|LEM:و
5:6:2	أُو۟لَٰٓئِ	N	DEM|LEM:ذا|P
5:6:3	كَ	P	ADDR|SUFF|M
5:7:1	هُمُ	N	PRON|3MP
5:8:1	ٱلْ	P	DET|PREF|LEM:ال
5:8:2	مُفْلِحُونَ	N	ACT_PCPL|VF:4|ROOT:فلح|LEM:مُفْلِح|MP|NOM
6:1:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
6:2:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
6:3:1	كَفَرُ	V	PERF|VF:1|ROOT:كفر|LEM:كَفَرَ|3MP
6:3:2	وا۟	N	PRON|SUFF|3MP
6:4:1	سَوَآءٌ	N	ROOT:سوي|LEM:سَواء|M|INDEF|NOM
6:5:1	عَلَيْ	P	P|LEM:عَلَى
6:5:2	هِمْ	N	PRON|SUFF|3MP
6:6:1	ءَ	P	EQ|PREF|LEM:أ
6:6:2	أَنذَرْ	V	PERF|VF:4|ROOT:نذر|LEM:أَنذَرَ|2MS
6:6:3	تَ	N	PRON|SUFF|2MS
6:6:4	هُمْ	N	PRON|SUFF|3MP
6:7:1	أَمْ	P	CONJ|LEM:أَم
6:8:1	لَمْ	P	NEG|LEM:لَم
6:9:1	تُنذِرْ	V	IMPF|VF:4|ROOT:نذر|LEM:أَنذَرَ|2MS|MOOD:JUS
6:9:2	هُمْ	N	PRON|SUFF|3MP
6:10:1	لَا	P	NEG|LEM:لا
6:11:1	يُؤْمِنُ	V	IMPF|VF:4|ROOT:أمن|LEM:آمَنَ|3MP|MOOD:IND
6:11:2	ونَ	N	PRON|SUFF|3MP
7:1:1	خَتَمَ	V	PERF|VF:1|ROOT:ختم|LEM:خَتَمَ|3MS
7:2:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
7:3:1	عَلَىٰ	P	P|LEM:عَلَى
7:4:1	قُلُوبِ	N	ROOT:قلب|LEM:قَلْب|FP|GEN
7:4:2	هِمْ	N	PRON|SUFF|3MP
7:5:1	وَ	P	CONJ|PREF|LEM:و
7:5:2	عَلَىٰ	P	P|LEM:عَلَى
7:6:1	سَمْعِ	N	ROOT:سمع|LEM:سَمْع|M|GEN
7:6:2	هِمْ	N	PRON|SUFF|3MP
7:7:1	وَ	P	REM|PREF|LEM:و
7:7:2	عَلَىٰٓ	P	P|LEM:عَلَى
7:8:1	أَبْصَٰرِ	N	ROOT:بصر|LEM:بَصَر|MP|GEN
7:8:2	هِمْ	N	PRON|SUFF|3MP
7:9:1	غِشَٰوَةٌ	N	ROOT:غشو|LEM:غِشاوَة|F|INDEF|NOM
7:10:1	وَ	P	REM|PREF|LEM:و
7:10:2	لَ	P	P|PREF|LEM:ل
7:10:3	هُمْ	N	PRON|3MP
7:11:1	عَذَابٌ	N	ROOT:عذب|LEM:عَذاب|M|INDEF|NOM
7:12:1	عَظِيمٌ	N	ROOT:عظم|LEM:عَظِيم|MS|INDEF|NOM|ADJ
8:1:1	وَ	P	REM|PREF|LEM:و
8:1:2	مِنَ	P	P|LEM:مِن
8:2:1	ٱل	P	DET|PREF|LEM:ال
8:2:2	نَّاسِ	N	ROOT:أنس|LEM:ناس|MP|GEN
8:3:1	مَن	N	REL|LEM:مَن
8:4:1	يَقُولُ	V	IMPF|VF:1|ROOT:قول|LEM:قالَ|3MS|MOOD:IND
8:5:1	ءَامَ	V	PERF|VF:4|ROOT:أمن|LEM:آمَنَ|1P
8:5:2	نَّا	N	PRON|SUFF|1P
8:6:1	بِ	P	P|PREF|LEM:ب
8:6:2	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
8:7:1	وَ	P	CONJ|PREF|LEM:و
8:7:2	بِ	P	P|PREF|LEM:ب
8:7:3	ٱلْ	P	DET|PREF|LEM:ال
8:7:4	يَوْمِ	N	ROOT:يوم|LEM:يَوْم|M|GEN
8:8:1	ٱلْ	P	DET|PREF|LEM:ال
8:8:2	ءَاخِرِ	N	ROOT:أخر|LEM:آخِر|MS|GEN|ADJ
8:9:1	وَ	P	CIRC|PREF|LEM:و
8:9:2	مَا	P	NEG|LEM:ما|FAM:كَان
8:10:1	هُم	N	PRON|3MP
8:11:1	بِ	P	P|PREF|LEM:ب
8:11:2	مُؤْمِنِينَ	N	ACT_PCPL|VF:4|ROOT:أمن|LEM:مُؤْمِن|MP|GEN
9:1:1	يُخَٰدِعُ	V	IMPF|VF:3|ROOT:خدع|LEM:يُخادِعُ|3MP|MOOD:IND
9:1:2	ونَ	N	PRON|SUFF|3MP
9:2:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
9:3:1	وَ	P	CONJ|PREF|LEM:و
9:3:2	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
9:4:1	ءَامَنُ	V	PERF|VF:4|ROOT:أمن|LEM:آمَنَ|3MP
9:4:2	وا۟	N	PRON|SUFF|3MP
9:5:1	وَ	P	REM|PREF|LEM:و
9:5:2	مَا	P	NEG|LEM:ما
9:6:1	يَخْدَعُ	V	IMPF|VF:1|ROOT:خدع|LEM:يَخْدَعُ|3MP|MOOD:IND
9:6:2	ونَ	N	PRON|SUFF|3MP
9:7:1	إِلَّآ	P	RES|LEM:إِلّا
9:8:1	أَنفُسَ	N	ROOT:نفس|LEM:نَفْس|FP|ACC
9:8:2	هُمْ	N	PRON|SUFF|3MP
9:9:1	وَ	P	CIRC|PREF|LEM:و
9:9:2	مَا	P	NEG|LEM:ما
9:10:1	يَشْعُرُ	V	IMPF|VF:1|ROOT:شعر|LEM:يَشْعُرُ|3MP|MOOD:IND
9:10:2	ونَ	N	PRON|SUFF|3MP
10:1:1	فِى	P	P|LEM:فِي
10:2:1	قُلُوبِ	N	ROOT:قلب|LEM:قَلْب|FP|GEN
10:2:2	هِم	N	PRON|SUFF|3MP
10:3:1	مَّرَضٌ	N	ROOT:مرض|LEM:مَرَض|M|INDEF|NOM
10:4:1	فَ	P	REM|PREF|LEM:ف
10:4:2	زَادَ	V	PERF|VF:1|ROOT:زيد|LEM:زادَ|3MS
10:4:3	هُمُ	N	PRON|SUFF|3MP
10:5:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
10:6:1	مَرَضًا	N	ROOT:مرض|LEM:مَرَض|M|INDEF|ACC
10:7:1	وَ	P	REM|PREF|LEM:و
10:7:2	لَ	P	P|PREF|LEM:ل
10:7:3	هُمْ	N	PRON|3MP
10:8:1	عَذَابٌ	N	ROOT:عذب|LEM:عَذاب|M|INDEF|NOM
10:9:1	أَلِيمٌۢ	N	ROOT:ألم|LEM:أَلِيم|MS|INDEF|NOM|ADJ
10:10:1	بِ	P	P|PREF|LEM:ب
10:10:2	مَا	N	REL|LEM:ما
10:11:1	كَانُ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MP
10:11:2	وا۟	N	PRON|SUFF|3MP
10:12:1	يَكْذِبُ	V	IMPF|VF:1|ROOT:كذب|LEM:كَذَبَ|3MP|MOOD:IND
10:12:2	ونَ	N	PRON|SUFF|3MP
11:1:1	وَ	P	REM|PREF|LEM:و
11:1:2	إِذَا	N	T|LEM:إِذا
11:2:1	قِيلَ	V	PERF|VF:1|PASS|ROOT:قول|LEM:قالَ|3MS
11:3:1	لَ	P	P|PREF|LEM:ل
11:3:2	هُمْ	N	PRON|3MP
11:4:1	لَا	P	PRO|LEM:لا
11:5:1	تُفْسِدُ	V	IMPF|VF:4|ROOT:فسد|LEM:أَفْسَدُ|2MP|MOOD:JUS
11:5:2	وا۟	N	PRON|SUFF|2MP
11:6:1	فِى	P	P|LEM:فِي
11:7:1	ٱلْ	P	DET|PREF|LEM:ال
11:7:2	أَرْضِ	N	ROOT:أرض|LEM:أَرْض|F|GEN
11:8:1	قَالُ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MP
11:8:2	وٓا۟	N	PRON|SUFF|3MP
11:9:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
11:9:2	مَا	P	PREV|LEM:ما
11:10:1	نَحْنُ	N	PRON|1P
11:11:1	مُصْلِحُونَ	N	ACT_PCPL|VF:4|ROOT:صلح|LEM:مُصْلِح|MP|NOM
12:1:1	أَلَآ	P	ATT|LEM:أَلا
12:2:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
12:2:2	هُمْ	N	PRON|SUFF|3MP
12:3:1	هُمُ	N	PRON|3MP
12:4:1	ٱلْ	P	DET|PREF|LEM:ال
12:4:2	مُفْسِدُونَ	N	ACT_PCPL|VF:4|ROOT:فسد|LEM:مُفْسِد|MP|NOM
12:5:1	وَ	P	SUP|PREF|LEM:و
12:5:2	لَٰكِن	P	AMD|LEM:لٰكِن
12:6:1	لَّا	P	NEG|LEM:لا
12:7:1	يَشْعُرُ	V	IMPF|VF:1|ROOT:شعر|LEM:يَشْعُرُ|3MP|MOOD:IND
12:7:2	ونَ	N	PRON|SUFF|3MP
13:1:1	وَ	P	CONJ|PREF|LEM:و
13:1:2	إِذَا	N	T|LEM:إِذا
13:2:1	قِيلَ	V	PERF|VF:1|PASS|ROOT:قول|LEM:قالَ|3MS
13:3:1	لَ	P	P|PREF|LEM:ل
13:3:2	هُمْ	N	PRON|3MP
13:4:1	ءَامِنُ	V	IMPV|VF:4|ROOT:أمن|LEM:آمَنَ|2MP
13:4:2	وا۟	N	PRON|SUFF|2MP
13:5:1	كَ	P	P|PREF|LEM:ك
13:5:2	مَآ	P	SUB|LEM:ما
13:6:1	ءَامَنَ	V	PERF|VF:4|ROOT:أمن|LEM:آمَنَ|3MS
13:7:1	ٱل	P	DET|PREF|LEM:ال
13:7:2	نَّاسُ	N	ROOT:أنس|LEM:ناس|MP|NOM
13:8:1	قَالُ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MP
13:8:2	وٓا۟	N	PRON|SUFF|3MP
13:9:1	أَ	N	INTG|PREF|LEM:أ
13:9:2	نُؤْمِنُ	V	IMPF|VF:4|ROOT:أمن|LEM:آمَنَ|1P|MOOD:IND
13:10:1	كَ	P	P|PREF|LEM:ك
13:10:2	مَآ	P	SUB|LEM:ما
13:11:1	ءَامَنَ	V	PERF|VF:4|ROOT:أمن|LEM:آمَنَ|3MS
13:12:1	ٱل	P	DET|PREF|LEM:ال
13:12:2	سُّفَهَآءُ	N	ROOT:سفه|LEM:سَفِيه|MP|NOM
13:13:1	أَلَآ	P	ATT|LEM:أَلا
13:14:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
13:14:2	هُمْ	N	PRON|SUFF|3MP
13:15:1	هُمُ	N	PRON|3MP
13:16:1	ٱل	P	DET|PREF|LEM:ال
13:16:2	سُّفَهَآءُ	N	ROOT:سفه|LEM:سَفِيه|MP|NOM
13:17:1	وَ	P	SUP|PREF|LEM:و
13:17:2	لَٰكِن	P	AMD|LEM:لٰكِن
13:18:1	لَّا	P	NEG|LEM:لا
13:19:1	يَعْلَمُ	V	IMPF|VF:1|ROOT:علم|LEM:عَلِمَ|3MP|MOOD:IND
13:19:2	ونَ	N	PRON|SUFF|3MP
14:1:1	وَ	P	CONJ|PREF|LEM:و
14:1:2	إِذَا	N	T|LEM:إِذا
14:2:1	لَقُ	V	PERF|VF:1|ROOT:لقي|LEM:لَقُ|3MP
14:2:2	وا۟	N	PRON|SUFF|3MP
14:3:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
14:4:1	ءَامَنُ	V	PERF|VF:4|ROOT:أمن|LEM:آمَنَ|3MP
14:4:2	وا۟	N	PRON|SUFF|3MP
14:5:1	قَالُ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MP
14:5:2	وٓا۟	N	PRON|SUFF|3MP
14:6:1	ءَامَ	V	PERF|VF:4|ROOT:أمن|LEM:آمَنَ|1P
14:6:2	نَّا	N	PRON|SUFF|1P
14:7:1	وَ	P	CONJ|PREF|LEM:و
14:7:2	إِذَا	N	T|LEM:إِذا
14:8:1	خَلَ	V	PERF|VF:1|ROOT:خلو|LEM:خَلا|3MP
14:8:2	وْا۟	N	PRON|SUFF|3MP
14:9:1	إِلَىٰ	P	P|LEM:إِلَى
14:10:1	شَيَٰطِينِ	N	ROOT:شطن|LEM:شَيْطان|MP|GEN
14:10:2	هِمْ	N	PRON|SUFF|3MP
14:11:1	قَالُ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MP
14:11:2	وٓا۟	N	PRON|SUFF|3MP
14:12:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
14:12:2	ا	N	PRON|SUFF|1P
14:13:1	مَعَ	N	LOC|LEM:مَع|ACC
14:13:2	كُمْ	N	PRON|SUFF|2MP
14:14:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
14:14:2	مَا	P	PREV|LEM:ما
14:15:1	نَحْنُ	N	PRON|1P
14:16:1	مُسْتَهْزِءُونَ	N	ACT_PCPL|VF:10|ROOT:هزأ|LEM:مُسْتَهْزِء|MP|NOM
15:1:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
15:2:1	يَسْتَهْزِئُ	V	IMPF|VF:10|ROOT:هزأ|LEM:اسْتُهْزِئَ|3MS|MOOD:IND
15:3:1	بِ	P	P|PREF|LEM:ب
15:3:2	هِمْ	N	PRON|3MP
15:4:1	وَ	P	CONJ|PREF|LEM:و
15:4:2	يَمُدُّ	V	IMPF|VF:1|ROOT:مدد|LEM:مَدَّ|3MS|MOOD:IND
15:4:3	هُمْ	N	PRON|SUFF|3MP
15:5:1	فِى	P	P|LEM:فِي
15:6:1	طُغْيَٰنِ	N	VN|VF:1|ROOT:طغي|LEM:طُغْيان|M|GEN
15:6:2	هِمْ	N	PRON|SUFF|3MP
15:7:1	يَعْمَهُ	V	IMPF|VF:1|ROOT:عمه|LEM:يَعْمَهُ|3MP|MOOD:IND
15:7:2	ونَ	N	PRON|SUFF|3MP
16:1:1	أُو۟لَٰٓئِ	N	DEM|LEM:ذا|P
16:1:2	كَ	P	ADDR|SUFF|M
16:2:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
16:3:1	ٱشْتَرَ	V	PERF|VF:8|ROOT:شري|LEM:اشْتَرَى|3MP
16:3:2	وُا۟	N	PRON|SUFF|3MP
16:4:1	ٱل	P	DET|PREF|LEM:ال
16:4:2	ضَّلَٰلَةَ	N	ROOT:ضلل|LEM:ضَلالَة|F|ACC
16:5:1	بِ	P	P|PREF|LEM:ب
16:5:2	ٱلْ	P	DET|PREF|LEM:ال
16:5:3	هُدَىٰ	N	ROOT:هدي|LEM:هُدًى|M|GEN
16:6:1	فَ	P	REM|PREF|LEM:ف
16:6:2	مَا	P	NEG|LEM:ما
16:7:1	رَبِحَت	V	PERF|VF:1|ROOT:ربح|LEM:رَبِحَت|3FS
16:8:1	تِّجَٰرَتُ	N	ROOT:تجر|LEM:تِجارَة|F|NOM
16:8:2	هُمْ	N	PRON|SUFF|3MP
16:9:1	وَ	P	CONJ|PREF|LEM:و
16:9:2	مَا	P	NEG|LEM:ما
16:10:1	كَانُ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MP
16:10:2	وا۟	N	PRON|SUFF|3MP
16:11:1	مُهْتَدِينَ	N	ACT_PCPL|VF:8|ROOT:هدي|LEM:مُهْتَدي|MP|ACC
17:1:1	مَثَلُ	N	ROOT:مثل|LEM:مَثَل|M|NOM
17:1:2	هُمْ	N	PRON|SUFF|3MP
17:2:1	كَ	P	P|PREF|LEM:ك
17:2:2	مَثَلِ	N	ROOT:مثل|LEM:مَثَل|M|GEN
17:3:1	ٱلَّذِى	N	REL|LEM:الَّذِي|MS
17:4:1	ٱسْتَوْقَدَ	V	PERF|VF:10|ROOT:وقد|LEM:اسْتَوْقَدَ|3MS
17:5:1	نَارًا	N	ROOT:نور|LEM:نار|F|INDEF|ACC
17:6:1	فَ	P	REM|PREF|LEM:ف
17:6:2	لَمَّآ	N	T|LEM:لَمّا
17:7:1	أَضَآءَتْ	V	PERF|VF:4|ROOT:ضوأ|LEM:أَضاءَ|3FS
17:8:1	مَا	N	REL|LEM:ما
17:9:1	حَوْلَ	N	LOC|ROOT:حول|LEM:حَوْل|M|ACC
17:9:2	هُۥ	N	PRON|SUFF|3MS
17:10:1	ذَهَبَ	V	PERF|VF:1|ROOT:ذهب|LEM:ذَهَبَ|3MS
17:11:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
17:12:1	بِ	P	P|PREF|LEM:ب
17:12:2	نُورِ	N	ROOT:نور|LEM:نُور|M|GEN
17:12:3	هِمْ	N	PRON|SUFF|3MP
17:13:1	وَ	P	CONJ|PREF|LEM:و
17:13:2	تَرَكَ	V	PERF|VF:1|ROOT:ترك|LEM:تَرَكَ|3MS
17:13:3	هُمْ	N	PRON|SUFF|3MP
17:14:1	فِى	P	P|LEM:فِي
17:15:1	ظُلُمَٰتٍ	N	ROOT:ظلم|LEM:ظُلُمَة|FP|INDEF|GEN
17:16:1	لَّا	P	NEG|LEM:لا
17:17:1	يُبْصِرُ	V	IMPF|VF:4|ROOT:بصر|LEM:أَبْصَرَ|3MP|MOOD:IND
17:17:2	ونَ	N	PRON|SUFF|3MP
18:1:1	صُمٌّۢ	N	ROOT:صمم|LEM:أَصَمّ|P|INDEF|NOM
18:2:1	بُكْمٌ	N	ROOT:بكم|LEM:أَبْكَم|P|INDEF|NOM
18:3:1	عُمْىٌ	N	ROOT:عمي|LEM:أَعْمَى|MP|INDEF|NOM
18:4:1	فَ	P	CONJ|PREF|LEM:ف
18:4:2	هُمْ	N	PRON|3MP
18:5:1	لَا	P	NEG|LEM:لا
18:6:1	يَرْجِعُ	V	IMPF|VF:1|ROOT:رجع|LEM:رَجَعَ|3MP|MOOD:IND
18:6:2	ونَ	N	PRON|SUFF|3MP
19:1:1	أَوْ	P	CONJ|LEM:أَو
19:2:1	كَ	P	P|PREF|LEM:ك
19:2:2	صَيِّبٍ	N	ROOT:صوب|LEM:صَيِّب|M|INDEF|GEN
19:3:1	مِّنَ	P	P|LEM:مِن
19:4:1	ٱل	P	DET|PREF|LEM:ال
19:4:2	سَّمَآءِ	N	ROOT:سمو|LEM:سَماء|F|GEN
19:5:1	فِي	P	P|LEM:فِي
19:5:2	هِ	N	PRON|SUFF|3MS
19:6:1	ظُلُمَٰتٌ	N	ROOT:ظلم|LEM:ظُلُمَة|FP|INDEF|NOM
19:7:1	وَ	P	CONJ|PREF|LEM:و
19:7:2	رَعْدٌ	N	ROOT:رعد|LEM:رَعْد|M|INDEF|NOM
19:8:1	وَ	P	CONJ|PREF|LEM:و
19:8:2	بَرْقٌ	N	ROOT:برق|LEM:بَرْق|M|INDEF|NOM
19:9:1	يَجْعَلُ	V	IMPF|VF:1|ROOT:جعل|LEM:جَعَلَ|3MP|MOOD:IND
19:9:2	ونَ	N	PRON|SUFF|3MP
19:10:1	أَصَٰبِعَ	N	ROOT:صبع|LEM:أَصابِع|MP|ACC
19:10:2	هُمْ	N	PRON|SUFF|3MP
19:11:1	فِىٓ	P	P|LEM:فِي
19:12:1	ءَاذَانِ	N	ROOT:أذن|LEM:أُذُن|FP|GEN
19:12:2	هِم	N	PRON|SUFF|3MP
19:13:1	مِّنَ	P	P|LEM:مِن
19:14:1	ٱل	P	DET|PREF|LEM:ال
19:14:2	صَّوَٰعِقِ	N	ROOT:صعق|LEM:صاعِقَة|FP|GEN
19:15:1	حَذَرَ	N	VN|VF:1|ROOT:حذر|LEM:حَذَر|M|ACC
19:16:1	ٱلْ	P	DET|PREF|LEM:ال
19:16:2	مَوْتِ	N	ROOT:موت|LEM:مَوْت|M|GEN
19:17:1	وَ	P	REM|PREF|LEM:و
19:17:2	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
19:18:1	مُحِيطٌۢ	N	ACT_PCPL|VF:4|ROOT:حوط|LEM:مُحِيط|M|INDEF|NOM
19:19:1	بِ	P	P|PREF|LEM:ب
19:19:2	ٱلْ	P	DET|PREF|LEM:ال
19:19:3	كَٰفِرِينَ	N	ACT_PCPL|VF:1|ROOT:كفر|LEM:كافِر|MP|GEN
20:1:1	يَكَادُ	V	IMPF|VF:1|ROOT:كود|LEM:كادَ|FAM:كَاد|3MS|MOOD:IND
20:2:1	ٱلْ	P	DET|PREF|LEM:ال
20:2:2	بَرْقُ	N	ROOT:برق|LEM:بَرْق|M|NOM
20:3:1	يَخْطَفُ	V	IMPF|VF:1|ROOT:خطف|LEM:خَطِفَ|3MS|MOOD:IND
20:4:1	أَبْصَٰرَ	N	ROOT:بصر|LEM:بَصَر|MP|ACC
20:4:2	هُمْ	N	PRON|SUFF|3MP
20:5:1	كُلَّمَآ	N	T|ROOT:كلل|LEM:كُلَّما
20:6:1	أَضَآءَ	V	PERF|VF:4|ROOT:ضوأ|LEM:أَضاءَ|3MS
20:7:1	لَ	P	P|PREF|LEM:ل
20:7:2	هُم	N	PRON|3MP
20:8:1	مَّشَ	V	PERF|VF:1|ROOT:مشي|LEM:مَشَ|3MP
20:8:2	وْا۟	N	PRON|SUFF|3MP
20:9:1	فِي	P	P|LEM:فِي
20:9:2	هِ	N	PRON|SUFF|3MS
20:10:1	وَ	P	REM|PREF|LEM:و
20:10:2	إِذَآ	N	T|LEM:إِذا
20:11:1	أَظْلَمَ	V	PERF|VF:4|ROOT:ظلم|LEM:أَظْلَمَ|3MS
20:12:1	عَلَيْ	P	P|LEM:عَلَى
20:12:2	هِمْ	N	PRON|SUFF|3MP
20:13:1	قَامُ	V	PERF|VF:1|ROOT:قوم|LEM:قامَ|3MP
20:13:2	وا۟	N	PRON|SUFF|3MP
20:14:1	وَ	P	REM|PREF|LEM:و
20:14:2	لَوْ	P	COND|LEM:لَو
20:15:1	شَآءَ	V	PERF|VF:1|ROOT:شيأ|LEM:شاءَ|3MS
20:16:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
20:17:1	لَ	P	EMPH|PREF|LEM:ل
20:17:2	ذَهَبَ	V	PERF|VF:1|ROOT:ذهب|LEM:ذَهَبَ|3MS
20:18:1	بِ	P	P|PREF|LEM:ب
20:18:2	سَمْعِ	N	ROOT:سمع|LEM:سَمْع|M|GEN
20:18:3	هِمْ	N	PRON|SUFF|3MP
20:19:1	وَ	P	CONJ|PREF|LEM:و
20:19:2	أَبْصَٰرِ	N	ROOT:بصر|LEM:بَصَر|MP|GEN
20:19:3	هِمْ	N	PRON|SUFF|3MP
20:20:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
20:21:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
20:22:1	عَلَىٰ	P	P|LEM:عَلَى
20:23:1	كُلِّ	N	ROOT:كلل|LEM:كُلّ|M|GEN
20:24:1	شَىْءٍ	N	ROOT:شيأ|LEM:شَىْء|M|INDEF|GEN
20:25:1	قَدِيرٌ	N	ROOT:قدر|LEM:قَدِير|M|INDEF|NOM
21:1:1	يَٰٓ	P	VOC|PREF|LEM:ي
21:1:2	أَيُّ	N	ROOT:أيي|LEM:أَيّ|ACC
21:1:3	هَا	P	ATT|SUFF|LEM:ه
21:2:1	ٱل	P	DET|PREF|LEM:ال
21:2:2	نَّاسُ	N	ROOT:أنس|LEM:ناس|MP|NOM
21:3:1	ٱعْبُدُ	V	IMPV|VF:1|ROOT:عبد|LEM:عَبَدَ|2MP
21:3:2	وا۟	N	PRON|SUFF|2MP
21:4:1	رَبَّ	N	ROOT:ربب|LEM:رَبّ|M|ACC
21:4:2	كُمُ	N	PRON|SUFF|2MP
