1:1:1	حمٓ	P	INL|
8:5:1	وَ	P	CONJ|PREF|LEM:و
8:5:2	مَضَىٰ	V	PERF|VF:1|ROOT:مضي|LEM:مَضَى|3MS
8:6:1	مَثَلُ	N	ROOT:مثل|LEM:مَثَل|M|NOM
8:7:1	ٱلْ	P	DET|PREF|LEM:ال
8:7:2	أَوَّلِينَ	N	ROOT:أول|LEM:أَوَّل|MP|GEN
9:1:1	وَ	P	CONJ|PREF|LEM:و
9:1:2	لَ	P	EMPH|PREF|LEM:ل
9:1:3	ئِن	P	COND|LEM:إِن
9:2:1	سَأَلْ	V	PERF|VF:1|ROOT:سأل|LEM:سَأَلَ|2MS
9:2:2	تَ	N	PRON|SUFF|2MS
9:2:3	هُم	N	PRON|SUFF|3MP
9:3:1	مَّنْ	N	REL|LEM:مَن
9:4:1	خَلَقَ	V	PERF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MS
9:5:1	ٱل	P	DET|PREF|LEM:ال
9:5:2	سَّمَٰوَٰتِ	N	ROOT:سمو|LEM:سَماء|FP|GEN
9:6:1	وَ	P	CONJ|PREF|LEM:و
9:6:2	ٱلْ	P	DET|PREF|LEM:ال
9:6:3	أَرْضَ	N	ROOT:أرض|LEM:أَرْض|F|ACC
9:7:1	لَ	P	EMPH|PREF|LEM:ل
9:7:2	يَقُولُ	V	IMPF|VF:1|ROOT:قول|LEM:قالَ|3MP|MOOD:IND
9:7:3	نَّ	P	EMPH|SUFF|LEM:ن
9:8:1	خَلَقَ	V	PERF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MS
9:8:2	هُنَّ	N	PRON|SUFF|3FP
9:9:1	ٱلْ	P	DET|PREF|LEM:ال
9:9:2	عَزِيزُ	N	ROOT:عزز|LEM:عَزِيز|MS|NOM
9:10:1	ٱلْ	P	DET|PREF|LEM:ال
9:10:2	عَلِيمُ	N	ROOT:علم|LEM:عَلِيم|MS|NOM|ADJ
10:1:1	ٱلَّذِى	N	REL|LEM:الَّذِي|MS
10:2:1	جَعَلَ	V	PERF|VF:1|ROOT:جعل|LEM:جَعَلَ|3MS
10:3:1	لَ	P	P|PREF|LEM:ل
10:3:2	كُمُ	N	PRON|2MP
10:4:1	ٱلْ	P	DET|PREF|LEM:ال
10:4:2	أَرْضَ	N	ROOT:أرض|LEM:أَرْض|F|ACC
10:5:1	مَهْدًا	N	ROOT:مهد|LEM:مَهْد|M|INDEF|ACC
10:6:1	وَ	P	CONJ|PREF|LEM:و
10:6:2	جَعَلَ	V	PERF|VF:1|ROOT:جعل|LEM:جَعَلَ|3MS
10:7:1	لَ	P	P|PREF|LEM:ل
10:7:2	كُمْ	N	PRON|2MP
10:8:1	فِي	P	P|LEM:فِي
10:8:2	هَا	N	PRON|SUFF|3FS
10:9:1	سُبُلًا	N	ROOT:سبل|LEM:سَبِيل|MP|INDEF|ACC
10:10:1	لَّعَلَّ	P	ACC|LEM:لَعَلّ|FAM:إِنّ
10:10:2	كُمْ	N	PRON|SUFF|2MP
10:11:1	تَهْتَدُ	V	IMPF|VF:8|ROOT:هدي|LEM:اهْتَدَى|2MP|MOOD:IND
10:11:2	ونَ	N	PRON|SUFF|2MP
11:1:1	وَ	P	CONJ|PREF|LEM:و
11:1:2	ٱلَّذِى	N	REL|LEM:الَّذِي|MS
11:2:1	نَزَّلَ	V	PERF|VF:2|ROOT:نزل|LEM:نَزَّلَ|3MS
11:3:1	مِنَ	P	P|LEM:مِن
11:4:1	ٱل	P	DET|PREF|LEM:ال
11:4:2	سَّمَآءِ	N	ROOT:سمو|LEM:سَماء|F|GEN
11:5:1	مَآءًۢ	N	ROOT:موه|LEM:ماء|M|INDEF|ACC
11:6:1	بِ	P	P|PREF|LEM:ب
11:6:2	قَدَرٍ	N	ROOT:قدر|LEM:قَدَر|M|INDEF|GEN
11:7:1	فَ	P	REM|PREF|LEM:ف
11:7:2	أَنشَرْ	V	PERF|VF:4|ROOT:نشر|LEM:أَنشَرَ|1P
11:7:3	نَا	N	PRON|SUFF|1P
11:8:1	بِ	P	P|PREF|LEM:ب
11:8:2	هِۦ	N	PRON|3MS
11:9:1	بَلْدَةً	N	ROOT:بلد|LEM:بَلْدَة|F|INDEF|ACC
11:10:1	مَّيْتًا	N	ROOT:موت|LEM:مَيْت|MS|INDEF|ACC|ADJ
11:11:1	كَ	P	P|PREF|LEM:ك
11:11:2	ذَٰ	N	DEM|LEM:ذا|MS
11:11:3	لِ	P	DIST|SUFF|LEM:ل
11:11:4	كَ	P	ADDR|SUFF|M
11:12:1	تُخْرَجُ	V	IMPF|VF:4|PASS|ROOT:خرج|LEM:أَخْرَجَ|2MP|MOOD:IND
11:12:2	ونَ	N	PRON|SUFF|2MP
12:1:1	وَ	P	CONJ|PREF|LEM:و
12:1:2	ٱلَّذِى	N	REL|LEM:الَّذِي|MS
12:2:1	خَلَقَ	V	PERF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MS
12:3:1	ٱلْ	P	DET|PREF|LEM:ال
12:3:2	أَزْوَٰجَ	N	ROOT:زوج|LEM:زَوْج|MP|ACC
12:4:1	كُلَّ	N	ROOT:كلل|LEM:كُلّ|M|ACC
12:4:2	هَا	N	PRON|SUFF|3FS
12:5:1	وَ	P	CONJ|PREF|LEM:و
12:5:2	جَعَلَ	V	PERF|VF:1|ROOT:جعل|LEM:جَعَلَ|3MS
12:6:1	لَ	P	P|PREF|LEM:ل
12:6:2	كُم	N	PRON|2MP
12:7:1	مِّنَ	P	P|LEM:مِن
12:8:1	ٱلْ	P	DET|PREF|LEM:ال
12:8:2	فُلْكِ	N	ROOT:فلك|LEM:فُلْك|M|GEN
12:9:1	وَ	P	CONJ|PREF|LEM:و
12:9:2	ٱلْ	P	DET|PREF|LEM:ال
12:9:3	أَنْعَٰمِ	N	ROOT:نعم|LEM:نَعَم|MP|GEN
12:10:1	مَا	N	REL|LEM:ما
12:11:1	تَرْكَبُ	V	IMPF|VF:1|ROOT:ركب|LEM:رَكِبَ|2MP|MOOD:IND
12:11:2	ونَ	N	PRON|SUFF|2MP
13:1:1	لِ	P	PRP|PREF|LEM:ل
13:1:2	تَسْتَوُ	V	IMPF|VF:8|ROOT:سوي|LEM:اسْتَوَى|2MP|MOOD:SUBJ
13:1:3	ۥا۟	N	PRON|SUFF|2MP
13:2:1	عَلَىٰ	P	P|LEM:عَلَى
13:3:1	ظُهُورِ	N	ROOT:ظهر|LEM:ظَهْر|MP|GEN
13:3:2	هِۦ	N	PRON|SUFF|3MS
13:4:1	ثُمَّ	P	CONJ|LEM:ثُمّ
13:5:1	تَذْكُرُ	V	IMPF|VF:1|ROOT:ذكر|LEM:ذَكَرَ|2MP|MOOD:SUBJ
13:5:2	وا۟	N	PRON|SUFF|2MP
13:6:1	نِعْمَةَ	N	ROOT:نعم|LEM:نِعْمَة|F|ACC
13:7:1	رَبِّ	N	ROOT:ربب|LEM:رَبّ|M|GEN
13:7:2	كُمْ	N	PRON|SUFF|2MP
13:8:1	إِذَا	N	T|LEM:إِذا
13:9:1	ٱسْتَوَيْ	V	PERF|VF:8|ROOT:سوي|LEM:اسْتَوَى|2MP
13:9:2	تُمْ	N	PRON|SUFF|2MP
13:10:1	عَلَيْ	P	P|LEM:عَلَى
13:10:2	هِ	N	PRON|SUFF|3MS
13:11:1	وَ	P	CONJ|PREF|LEM:و
13:11:2	تَقُولُ	V	IMPF|VF:1|ROOT:قول|LEM:قالَ|2MP|MOOD:SUBJ
13:11:3	وا۟	N	PRON|SUFF|2MP
13:12:1	سُبْحَٰنَ	N	ROOT:سبح|LEM:سُبْحان|M|ACC
13:13:1	ٱلَّذِى	N	REL|LEM:الَّذِي|MS
13:14:1	سَخَّرَ	V	PERF|VF:2|ROOT:سخر|LEM:سَخَّرَ|3MS
13:15:1	لَ	P	P|PREF|LEM:ل
13:15:2	نَا	N	PRON|1P
13:16:1	هَٰ	P	ATT|PREF|LEM:ه
13:16:2	ذَا	N	DEM|LEM:ذا|MS
13:17:1	وَ	P	CONJ|PREF|LEM:و
13:17:2	مَا	P	NEG|LEM:ما
13:18:1	كُ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|1P
13:18:2	نَّا	N	PRON|SUFF|1P
13:19:1	لَ	P	P|PREF|LEM:ل
13:19:2	هُۥ	N	PRON|3MS
13:20:1	مُقْرِنِينَ	N	ACT_PCPL|VF:4|ROOT:قرن|LEM:مُقْرِن|MP|ACC
14:1:1	وَ	P	CONJ|PREF|LEM:و
14:1:2	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
14:1:3	آ	N	PRON|SUFF|1P
14:2:1	إِلَىٰ	P	P|LEM:إِلَى
14:3:1	رَبِّ	N	ROOT:ربب|LEM:رَبّ|M|GEN
14:3:2	نَا	N	PRON|SUFF|1P
14:4:1	لَ	P	EMPH|PREF|LEM:ل
14:4:2	مُنقَلِبُونَ	N	ACT_PCPL|VF:7|ROOT:قلب|LEM:مُنقَلِب|MP|NOM
15:1:1	وَ	P	CONJ|PREF|LEM:و
15:1:2	جَعَلُ	V	PERF|VF:1|ROOT:جعل|LEM:جَعَلَ|3MP
15:1:3	وا۟	N	PRON|SUFF|3MP
15:2:1	لَ	P	P|PREF|LEM:ل
15:2:2	هُۥ	N	PRON|3MS
15:3:1	مِنْ	P	P|LEM:مِن
15:4:1	عِبَادِ	N	ROOT:عبد|LEM:عَبْد|MP|GEN
15:4:2	هِۦ	N	PRON|SUFF|3MS
15:5:1	جُزْءًا	N	ROOT:جزأ|LEM:جُزْء|M|INDEF|ACC
15:6:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
15:7:1	ٱلْ	P	DET|PREF|LEM:ال
15:7:2	إِنسَٰنَ	N	ROOT:أنس|LEM:إِنسان|M|ACC
15:8:1	لَ	P	EMPH|PREF|LEM:ل
15:8:2	كَفُورٌ	N	ROOT:كفر|LEM:كَفُور|MS|INDEF|NOM
15:9:1	مُّبِينٌ	N	ACT_PCPL|VF:4|ROOT:بين|LEM:مُبِين|M|INDEF|NOM
16:1:1	أَمِ	P	CONJ|LEM:أَم
16:2:1	ٱتَّخَذَ	V	PERF|VF:8|ROOT:أخذ|LEM:اتَّخَذَ|3MS
16:3:1	مِ	P	P|LEM:مِن
16:3:2	مَّا	N	REL|LEM:ما
16:4:1	يَخْلُقُ	V	IMPF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MS|MOOD:IND
16:5:1	بَنَاتٍ	N	ROOT:بني|LEM:بِنْت|FP|INDEF|GEN
16:6:1	وَ	P	CONJ|PREF|LEM:و
16:6:2	أَصْفَىٰ	V	PERF|VF:4|ROOT:صفو|LEM:أَصْفَى|3MS
16:6:3	كُم	N	PRON|SUFF|2MP
16:7:1	بِ	P	P|PREF|LEM:ب
16:7:2	ٱلْ	P	DET|PREF|LEM:ال
16:7:3	بَنِينَ	N	ROOT:بني|LEM:بُنَىّ|MP|GEN
17:1:1	وَ	P	CONJ|PREF|LEM:و
17:1:2	إِذَا	N	T|LEM:إِذا
17:2:1	بُشِّرَ	V	PERF|VF:2|PASS|ROOT:بشر|LEM:بُشِّرَ|3MS
17:3:1	أَحَدُ	N	ROOT:أحد|LEM:أَحَد|M|NOM
17:3:2	هُم	N	PRON|SUFF|3MP
17:4:1	بِ	P	P|PREF|LEM:ب
17:4:2	مَا	N	REL|LEM:ما
17:5:1	ضَرَبَ	V	PERF|VF:1|ROOT:ضرب|LEM:ضَرَبَ|3MS
17:6:1	لِ	P	P|PREF|LEM:ل
17:6:2	ل	P	DET|PREF|LEM:ال
17:6:3	رَّحْمَٰنِ	N	ROOT:رحم|LEM:رَحْمٰن|MS|GEN
17:7:1	مَثَلًا	N	ROOT:مثل|LEM:مَثَل|M|INDEF|ACC
17:8:1	ظَلَّ	V	PERF|VF:1|ROOT:ظلل|LEM:ظَلَّ|3MS
17:9:1	وَجْهُ	N	ROOT:وجه|LEM:وَجْه|M|NOM
17:9:2	هُۥ	N	PRON|SUFF|3MS
17:10:1	مُسْوَدًّا	N	ACT_PCPL|VF:9|ROOT:سود|LEM:مُسْوَدّ|M|INDEF|ACC
17:11:1	وَ	P	CONJ|PREF|LEM:و
17:11:2	هُوَ	N	PRON|3MS
17:12:1	كَظِيمٌ	N	ROOT:كظم|LEM:كَظِيم|MS|INDEF|NOM
18:1:1	أَ	N	INTG|PREF|LEM:أ
18:1:2	وَ	P	SUP|PREF|LEM:و
18:1:3	مَن	N	REL|LEM:مَن
18:2:1	يُنَشَّؤُا۟	V	IMPF|VF:2|PASS|ROOT:نشأ|LEM:يُنَشَّؤُا۟|3MS|MOOD:IND
18:3:1	فِى	P	P|LEM:فِي
18:4:1	ٱلْ	P	DET|PREF|LEM:ال
18:4:2	حِلْيَةِ	N	ROOT:حلي|LEM:حِلْيَة|F|GEN
18:5:1	وَ	P	CONJ|PREF|LEM:و
18:5:2	هُوَ	N	PRON|3MS
18:6:1	فِى	P	P|LEM:فِي
18:7:1	ٱلْ	P	DET|PREF|LEM:ال
18:7:2	خِصَامِ	N	ROOT:خصم|LEM:خَصِيم|MP|GEN
18:8:1	غَيْرُ	N	ROOT:غير|LEM:غَيْر|M|NOM
18:9:1	مُبِينٍ	N	ACT_PCPL|VF:4|ROOT:بين|LEM:مُبِين|M|INDEF|GEN
19:1:1	وَ	P	CONJ|PREF|LEM:و
19:1:2	جَعَلُ	V	PERF|VF:1|ROOT:جعل|LEM:جَعَلَ|3MP
19:1:3	وا۟	N	PRON|SUFF|3MP
19:2:1	ٱلْ	P	DET|PREF|LEM:ال
19:2:2	مَلَٰٓئِكَةَ	N	ROOT:ملك|LEM:مَلَك|MP|ACC
19:3:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
19:4:1	هُمْ	N	PRON|3MP
19:5:1	عِبَٰدُ	N	ROOT:عبد|LEM:عَبْد|MP|NOM
19:6:1	ٱل	P	DET|PREF|LEM:ال
19:6:2	رَّحْمَٰنِ	N	ROOT:رحم|LEM:رَحْمٰن|MS|GEN|ADJ
19:7:1	إِنَٰثًا	N	ROOT:أنث|LEM:أُنثَى|FP|INDEF|ACC
19:8:1	أَ	N	INTG|PREF|LEM:أ
19:8:2	شَهِدُ	V	PERF|VF:1|ROOT:شهد|LEM:شَهِدَ|3MP
19:8:3	وا۟	N	PRON|SUFF|3MP
19:9:1	خَلْقَ	N	ROOT:خلق|LEM:خَلْق|M|ACC
19:9:2	هُمْ	N	PRON|SUFF|3MP
19:10:1	سَ	P	FUT|PREF|LEM:س
19:10:2	تُكْتَبُ	V	IMPF|VF:1|PASS|ROOT:كتب|LEM:كَتَبَ|3FS|MOOD:IND
19:11:1	شَهَٰدَتُ	N	ROOT:شهد|LEM:شَهادَة|F|NOM
19:11:2	هُمْ	N	PRON|SUFF|3MP
19:12:1	وَ	P	CONJ|PREF|LEM:و
19:12:2	يُسْـَٔلُ	V	IMPF|VF:1|PASS|ROOT:سأل|LEM:سَأَلَ|3MP|MOOD:IND
19:12:3	ونَ	N	PRON|SUFF|3MP
20:1:1	وَ	P	CONJ|PREF|LEM:و
20:1:2	قَالُ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MP
20:1:3	وا۟	N	PRON|SUFF|3MP
20:2:1	لَوْ	P	COND|LEM:لَو
20:3:1	شَآءَ	V	PERF|VF:1|ROOT:شيأ|LEM:شاءَ|3MS
20:4:1	ٱل	P	DET|PREF|LEM:ال
20:4:2	رَّحْمَٰنُ	N	ROOT:رحم|LEM:رَحْمٰن|MS|NOM
20:5:1	مَا	P	NEG|LEM:ما
20:6:1	عَبَدْ	V	PERF|VF:1|ROOT:عبد|LEM:عَبَدَ|1P
20:6:2	نَٰ	N	PRON|SUFF|1P
20:6:3	هُم	N	PRON|SUFF|3MP
20:7:1	مَّا	P	NEG|LEM:ما
20:8:1	لَ	P	P|PREF|LEM:ل
20:8:2	هُم	N	PRON|3MP
20:9:1	بِ	P	P|PREF|LEM:ب
20:9:2	ذَٰ	N	DEM|LEM:ذا|MS
20:9:3	لِ	P	DIST|SUFF|LEM:ل
20:9:4	كَ	P	ADDR|SUFF|M
20:10:1	مِنْ	P	P|LEM:مِن
20:11:1	عِلْمٍ	N	ROOT:علم|LEM:عِلْم|M|INDEF|GEN
20:12:1	إِنْ	P	NEG|LEM:إِن
20:13:1	هُمْ	N	PRON|3MP
20:14:1	إِلَّا	P	RES|LEM:إِلّا
20:15:1	يَخْرُصُ	V	IMPF|VF:1|ROOT:خرص|LEM:يَخْرُصُ|3MP|MOOD:IND
20:15:2	ونَ	N	PRON|SUFF|3MP
21:1:1	أَمْ	P	CONJ|LEM:أَم
21:2:1	ءَاتَيْ	V	PERF|VF:4|ROOT:أتي|LEM:آتَى|1P
21:2:2	نَٰ	N	PRON|SUFF|1P
21:2:3	هُمْ	N	PRON|SUFF|3MP
21:3:1	كِتَٰبًا	N	ROOT:كتب|LEM:كِتاب|M|INDEF|ACC
21:4:1	مِّن	P	P|LEM:مِن
21:5:1	قَبْلِ	N	ROOT:قبل|LEM:قَبْل|GEN
21:5:2	هِۦ	N	PRON|SUFF|3MS
21:6:1	فَ	P	REM|PREF|LEM:ف
21:6:2	هُم	N	PRON|3MP
21:7:1	بِ	P	P|PREF|LEM:ب
21:7:2	هِۦ	N	PRON|3MS
21:8:1	مُسْتَمْسِكُونَ	N	ACT_PCPL|VF:10|ROOT:مسك|LEM:مُسْتَمْسِك|MP|NOM
22:1:1	بَلْ	P	RET|LEM:بَل
22:2:1	قَالُ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MP
22:2:2	وٓا۟	N	PRON|SUFF|3MP
22:3:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
22:3:2	ا	N	PRON|SUFF|1P
22:4:1	وَجَدْ	V	PERF|VF:1|ROOT:وجد|LEM:وَجَدَ|1P
22:4:2	نَآ	N	PRON|SUFF|1P
22:5:1	ءَابَآءَ	N	ROOT:أبو|LEM:آباء|MP|ACC
22:5:2	نَا	N	PRON|SUFF|1P
22:6:1	عَلَىٰٓ	P	P|LEM:عَلَى
22:7:1	أُمَّةٍ	N	ROOT:أمم|LEM:أُمَّة|FS|INDEF|GEN
22:8:1	وَ	P	CONJ|PREF|LEM:و
22:8:2	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
22:8:3	ا	N	PRON|SUFF|1P
22:9:1	عَلَىٰٓ	P	P|LEM:عَلَى
22:10:1	ءَاثَٰرِ	N	ROOT:أثر|LEM:أَثَر|MP|GEN
22:10:2	هِم	N	PRON|SUFF|3MP
22:11:1	مُّهْتَدُونَ	N	ACT_PCPL|VF:8|ROOT:هدي|LEM:مُهْتَدي|MP|NOM
23:1:1	وَ	P	CONJ|PREF|LEM:و
23:1:2	كَ	P	P|PREF|LEM:ك
23:1:3	ذَٰ	N	DEM|LEM:ذا|MS
23:1:4	لِ	P	DIST|SUFF|LEM:ل
23:1:5	كَ	P	ADDR|SUFF|M
23:2:1	مَآ	P	NEG|LEM:ما
23:3:1	أَرْسَلْ	V	PERF|VF:4|ROOT:رسل|LEM:أَرْسَلَ|1P
23:3:2	نَا	N	PRON|SUFF|1P
23:4:1	مِن	P	P|LEM:مِن
23:5:1	قَبْلِ	N	ROOT:قبل|LEM:قَبْل|GEN
23:5:2	كَ	N	PRON|SUFF|2MS
23:6:1	فِى	P	P|LEM:فِي
23:7:1	قَرْيَةٍ	N	ROOT:قري|LEM:قَرْيَة|F|INDEF|GEN
23:8:1	مِّن	P	P|LEM:مِن
23:9:1	نَّذِيرٍ	N	ROOT:نذر|LEM:نَذِير|M|INDEF|GEN
23:10:1	إِلَّا	P	RES|LEM:إِلّا
23:11:1	قَالَ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MS
23:12:1	مُتْرَفُو	N	PASS_PCPL|VF:4|ROOT:ترف|LEM:مُتْرَف|MP|NOM
23:12:2	هَآ	N	PRON|SUFF|3FS
23:13:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
23:13:2	ا	N	PRON|SUFF|1P
23:14:1	وَجَدْ	V	PERF|VF:1|ROOT:وجد|LEM:وَجَدَ|1P
23:14:2	نَآ	N	PRON|SUFF|1P
23:15:1	ءَابَآءَ	N	ROOT:أبو|LEM:آباء|MP|ACC
23:15:2	نَا	N	PRON|SUFF|1P
23:16:1	عَلَىٰٓ	P	P|LEM:عَلَى
23:17:1	أُمَّةٍ	N	ROOT:أمم|LEM:أُمَّة|FS|INDEF|GEN
23:18:1	وَ	P	CONJ|PREF|LEM:و
23:18:2	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
23:18:3	ا	N	PRON|SUFF|1P
23:19:1	عَلَىٰٓ	P	P|LEM:عَلَى
23:20:1	ءَاثَٰرِ	N	ROOT:أثر|LEM:أَثَر|MP|GEN
23:20:2	هِم	N	PRON|SUFF|3MP
23:21:1	مُّقْتَدُونَ	N	ACT_PCPL|VF:8|ROOT:قدو|LEM:مُقْتَدي|MP|NOM
24:1:1	قَٰلَ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MS
24:2:1	أَ	N	INTG|PREF|LEM:أ
24:2:2	وَ	P	SUP|PREF|LEM:و
24:2:3	لَوْ	P	COND|LEM:لَو
24:3:1	جِئْ	V	PERF|VF:1|ROOT:جيأ|LEM:جاءَ|1S
24:3:2	تُ	N	PRON|SUFF|1S
24:3:3	كُم	N	PRON|SUFF|2MP
24:4:1	بِ	P	P|PREF|LEM:ب
24:4:2	أَهْدَىٰ	N	ROOT:هدي|LEM:أَهْدَى|MS|GEN
24:5:1	مِ	P	P|LEM:مِن
24:5:2	مَّا	N	REL|LEM:ما
24:6:1	وَجَد	V	PERF|VF:1|ROOT:وجد|LEM:وَجَدَ|2MP
24:6:2	تُّمْ	N	PRON|SUFF|2MP
24:7:1	عَلَيْ	P	P|LEM:عَلَى
24:7:2	هِ	N	PRON|SUFF|3MS
24:8:1	ءَابَآءَ	N	ROOT:أبو|LEM:آباء|MP|ACC
24:8:2	كُمْ	N	PRON|SUFF|2MP
24:9:1	قَالُ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MP
24:9:2	وٓا۟	N	PRON|SUFF|3MP
24:10:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
24:10:2	ا	N	PRON|SUFF|1P
24:11:1	بِ	P	P|PREF|LEM:ب
24:11:2	مَآ	N	REL|LEM:ما
24:12:1	أُرْسِلْ	V	PERF|VF:4|PASS|ROOT:رسل|LEM:أَرْسَلَ|2MP
24:12:2	تُم	N	PRON|SUFF|2MP
24:13:1	بِ	P	P|PREF|LEM:ب
24:13:2	هِۦ	N	PRON|3MS
