1:1:1	أَتَىٰٓ	V	PERF|VF:1|ROOT:أتي|LEM:أَتَى|3MS
5:8:1	تَأْكُلُ	V	IMPF|VF:1|ROOT:أكل|LEM:أَكَلَ|2MP|MOOD:IND
5:8:2	ونَ	N	PRON|SUFF|2MP
6:1:1	وَ	P	CONJ|PREF|LEM:و
6:1:2	لَ	P	P|PREF|LEM:ل
6:1:3	كُمْ	N	PRON|2MP
6:2:1	فِي	P	P|LEM:فِي
6:2:2	هَا	N	PRON|SUFF|3FS
6:3:1	جَمَالٌ	N	ROOT:جمل|LEM:جَمال|M|INDEF|NOM
6:4:1	حِينَ	N	ROOT:حين|LEM:حِين|M|ACC
6:5:1	تُرِيحُ	V	IMPF|VF:4|ROOT:روح|LEM:تُرِيحُ|2MP|MOOD:IND
6:5:2	ونَ	N	PRON|SUFF|2MP
6:6:1	وَ	P	CONJ|PREF|LEM:و
6:6:2	حِينَ	N	ROOT:حين|LEM:حِين|M|ACC
6:7:1	تَسْرَحُ	V	IMPF|VF:1|ROOT:سرح|LEM:تَسْرَحُ|2MP|MOOD:IND
6:7:2	ونَ	N	PRON|SUFF|2MP
7:1:1	وَ	P	CONJ|PREF|LEM:و
7:1:2	تَحْمِلُ	V	IMPF|VF:1|ROOT:حمل|LEM:حَمَلَ|3FS|MOOD:IND
7:2:1	أَثْقَالَ	N	ROOT:ثقل|LEM:ثَقَل|MP|ACC
7:2:2	كُمْ	N	PRON|SUFF|2MP
7:3:1	إِلَىٰ	P	P|LEM:إِلَى
7:4:1	بَلَدٍ	N	ROOT:بلد|LEM:بَلَد|M|INDEF|GEN
7:5:1	لَّمْ	P	NEG|LEM:لَم
7:6:1	تَكُونُ	V	IMPF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|2MP|MOOD:JUS
7:6:2	وا۟	N	PRON|SUFF|2MP
7:7:1	بَٰلِغِي	N	ACT_PCPL|VF:1|ROOT:بلغ|LEM:بالِغ|MP|NOM
7:7:2	هِ	N	PRON|SUFF|3MS
7:8:1	إِلَّا	P	RES|LEM:إِلّا
7:9:1	بِ	P	P|PREF|LEM:ب
7:9:2	شِقِّ	N	ROOT:شقق|LEM:شِقّ|M|GEN
7:10:1	ٱلْ	P	DET|PREF|LEM:ال
7:10:2	أَنفُسِ	N	ROOT:نفس|LEM:نَفْس|FP|GEN
7:11:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
7:12:1	رَبَّ	N	ROOT:ربب|LEM:رَبّ|M|ACC
7:12:2	كُمْ	N	PRON|SUFF|2MP
7:13:1	لَ	P	EMPH|PREF|LEM:ل
7:13:2	رَءُوفٌ	N	ROOT:رأف|LEM:رَءُوف|MS|INDEF|NOM
7:14:1	رَّحِيمٌ	N	ROOT:رحم|LEM:رَحِيم|MS|INDEF|NOM|ADJ
8:1:1	وَ	P	CONJ|PREF|LEM:و
8:1:2	ٱلْ	P	DET|PREF|LEM:ال
8:1:3	خَيْلَ	N	ROOT:خيل|LEM:خَيْل|M|ACC
8:2:1	وَ	P	CONJ|PREF|LEM:و
8:2:2	ٱلْ	P	DET|PREF|LEM:ال
8:2:3	بِغَالَ	N	ROOT:بغل|LEM:بِغال|MP|ACC
8:3:1	وَ	P	CONJ|PREF|LEM:و
8:3:2	ٱلْ	P	DET|PREF|LEM:ال
8:3:3	حَمِيرَ	N	ROOT:حمر|LEM:حِمار|MP|ACC
8:4:1	لِ	P	PRP|PREF|LEM:ل
8:4:2	تَرْكَبُ	V	IMPF|VF:1|ROOT:ركب|LEM:رَكِبَ|2MP|MOOD:SUBJ
8:4:3	و	N	PRON|SUFF|2MP
8:4:4	هَا	N	PRON|SUFF|3FS
8:5:1	وَ	P	CONJ|PREF|LEM:و
8:5:2	زِينَةً	N	ROOT:زين|LEM:زِينَة|F|INDEF|ACC
8:6:1	وَ	P	CONJ|PREF|LEM:و
8:6:2	يَخْلُقُ	V	IMPF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MS|MOOD:IND
8:7:1	مَا	N	REL|LEM:ما
8:8:1	لَا	P	NEG|LEM:لا
8:9:1	تَعْلَمُ	V	IMPF|VF:1|ROOT:علم|LEM:عَلِمَ|2MP|MOOD:IND
8:9:2	ونَ	N	PRON|SUFF|2MP
9:1:1	وَ	P	CONJ|PREF|LEM:و
9:1:2	عَلَى	P	P|LEM:عَلَى
9:2:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
9:3:1	قَصْدُ	N	ROOT:قصد|LEM:قَصْد|M|NOM
9:4:1	ٱل	P	DET|PREF|LEM:ال
9:4:2	سَّبِيلِ	N	ROOT:سبل|LEM:سَبِيل|M|GEN
9:5:1	وَ	P	CONJ|PREF|LEM:و
9:5:2	مِنْ	P	P|LEM:مِن
9:5:3	هَا	N	PRON|SUFF|3FS
9:6:1	جَآئِرٌ	N	ACT_PCPL|VF:1|ROOT:جور|LEM:جائِر|M|INDEF|NOM
9:7:1	وَ	P	CONJ|PREF|LEM:و
9:7:2	لَوْ	P	COND|LEM:لَو
9:8:1	شَآءَ	V	PERF|VF:1|ROOT:شيأ|LEM:شاءَ|3MS
9:9:1	لَ	P	EMPH|PREF|LEM:ل
9:9:2	هَدَىٰ	V	PERF|VF:1|ROOT:هدي|LEM:هَدَى|3MS
9:9:3	كُمْ	N	PRON|SUFF|2MP
9:10:1	أَجْمَعِينَ	N	ROOT:جمع|LEM:أَجْمَع|MP|ACC
10:1:1	هُوَ	N	PRON|3MS
10:2:1	ٱلَّذِىٓ	N	REL|LEM:الَّذِي|MS
10:3:1	أَنزَلَ	V	PERF|VF:4|ROOT:نزل|LEM:أَنزَلَ|3MS
10:4:1	مِنَ	P	P|LEM:مِن
10:5:1	ٱل	P	DET|PREF|LEM:ال
10:5:2	سَّمَآءِ	N	ROOT:سمو|LEM:سَماء|F|GEN
10:6:1	مَآءً	N	ROOT:موه|LEM:ماء|M|INDEF|ACC
10:7:1	لَّ	P	P|PREF|LEM:ل
10:7:2	كُم	N	PRON|2MP
10:8:1	مِّنْ	P	P|LEM:مِن
10:8:2	هُ	N	PRON|SUFF|3MS
10:9:1	شَرَابٌ	N	ROOT:شرب|LEM:شَراب|M|INDEF|NOM
10:10:1	وَ	P	CONJ|PREF|LEM:و
10:10:2	مِنْ	P	P|LEM:مِن
10:10:3	هُ	N	PRON|SUFF|3MS
10:11:1	شَجَرٌ	N	ROOT:شجر|LEM:شَجَر|M|INDEF|NOM
10:12:1	فِي	P	P|LEM:فِي
10:12:2	هِ	N	PRON|SUFF|3MS
10:13:1	تُسِيمُ	V	IMPF|VF:4|ROOT:سوم|LEM:تُسِيمُ|2MP|MOOD:IND
10:13:2	ونَ	N	PRON|SUFF|2MP
11:1:1	يُنۢبِتُ	V	IMPF|VF:4|ROOT:نبت|LEM:أَنۢبَتَ|3MS|MOOD:IND
11:2:1	لَ	P	P|PREF|LEM:ل
11:2:2	كُم	N	PRON|2MP
11:3:1	بِ	P	P|PREF|LEM:ب
11:3:2	هِ	N	PRON|3MS
11:4:1	ٱل	P	DET|PREF|LEM:ال
11:4:2	زَّرْعَ	N	ROOT:زرع|LEM:زَرْع|M|ACC
11:5:1	وَ	P	CONJ|PREF|LEM:و
11:5:2	ٱل	P	DET|PREF|LEM:ال
11:5:3	زَّيْتُونَ	N	ROOT:زيت|LEM:زَيْتُون|M|ACC
11:6:1	وَ	P	CONJ|PREF|LEM:و
11:6:2	ٱل	P	DET|PREF|LEM:ال
11:6:3	نَّخِيلَ	N	ROOT:نخل|LEM:نَخِيل|MP|ACC
11:7:1	وَ	P	CONJ|PREF|LEM:و
11:7:2	ٱلْ	P	DET|PREF|LEM:ال
11:7:3	أَعْنَٰبَ	N	ROOT:عنب|LEM:عِنَب|MP|ACC
11:8:1	وَ	P	CONJ|PREF|LEM:و
11:8:2	مِن	P	P|LEM:مِن
11:9:1	كُلِّ	N	ROOT:كلل|LEM:كُلّ|M|GEN
11:10:1	ٱل	P	DET|PREF|LEM:ال
11:10:2	ثَّمَرَٰتِ	N	ROOT:ثمر|LEM:ثَمَرَة|FP|GEN
11:11:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
11:12:1	فِى	P	P|LEM:فِي
11:13:1	ذَٰ	N	DEM|LEM:ذا|MS
11:13:2	لِ	P	DIST|SUFF|LEM:ل
11:13:3	كَ	P	ADDR|SUFF|M
11:14:1	لَ	P	EMPH|PREF|LEM:ل
11:14:2	ءَايَةً	N	ROOT:أيي|LEM:آيَة|FS|INDEF|ACC
11:15:1	لِّ	P	P|PREF|LEM:ل
11:15:2	قَوْمٍ	N	ROOT:قوم|LEM:قَوْم|M|INDEF|GEN
11:16:1	يَتَفَكَّرُ	V	IMPF|VF:5|ROOT:فكر|LEM:يَتَفَكَّرُ|3MP|MOOD:IND
11:16:2	ونَ	N	PRON|SUFF|3MP
12:1:1	وَ	P	CONJ|PREF|LEM:و
12:1:2	سَخَّرَ	V	PERF|VF:2|ROOT:سخر|LEM:سَخَّرَ|3MS
12:2:1	لَ	P	P|PREF|LEM:ل
12:2:2	كُمُ	N	PRON|2MP
12:3:1	ٱلَّ	P	DET|PREF|LEM:ال
12:3:2	يْلَ	N	ROOT:ليل|LEM:لَيْل|M|ACC
12:4:1	وَ	P	CONJ|PREF|LEM:و
12:4:2	ٱل	P	DET|PREF|LEM:ال
12:4:3	نَّهَارَ	N	ROOT:نهر|LEM:نَهار|M|ACC
12:5:1	وَ	P	CONJ|PREF|LEM:و
12:5:2	ٱل	P	DET|PREF|LEM:ال
12:5:3	شَّمْسَ	N	ROOT:شمس|LEM:شَمْس|F|ACC
12:6:1	وَ	P	CONJ|PREF|LEM:و
12:6:2	ٱلْ	P	DET|PREF|LEM:ال
12:6:3	قَمَرَ	N	ROOT:قمر|LEM:قَمَر|M|ACC
12:7:1	وَ	P	CONJ|PREF|LEM:و
12:7:2	ٱل	P	DET|PREF|LEM:ال
12:7:3	نُّجُومُ	N	ROOT:نجم|LEM:نَجْم|MP|NOM
12:8:1	مُسَخَّرَٰتٌۢ	N	PASS_PCPL|VF:2|ROOT:سخر|LEM:مُسَخَّرَة|FP|INDEF|NOM
12:9:1	بِ	P	P|PREF|LEM:ب
12:9:2	أَمْرِ	N	ROOT:أمر|LEM:أَمْر|M|GEN
12:9:3	هِۦٓ	N	PRON|SUFF|3MS
12:10:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
12:11:1	فِى	P	P|LEM:فِي
12:12:1	ذَٰ	N	DEM|LEM:ذا|MS
12:12:2	لِ	P	DIST|SUFF|LEM:ل
12:12:3	كَ	P	ADDR|SUFF|M
12:13:1	لَ	P	EMPH|PREF|LEM:ل
12:13:2	ءَايَٰتٍ	N	ROOT:أيي|LEM:آيَة|FP|INDEF|GEN
12:14:1	لِّ	P	P|PREF|LEM:ل
12:14:2	قَوْمٍ	N	ROOT:قوم|LEM:قَوْم|M|INDEF|GEN
12:15:1	يَعْقِلُ	V	IMPF|VF:1|ROOT:عقل|LEM:عَقَلُ|3MP|MOOD:IND
12:15:2	ونَ	N	PRON|SUFF|3MP
13:1:1	وَ	P	CONJ|PREF|LEM:و
13:1:2	مَا	N	REL|LEM:ما
13:2:1	ذَرَأَ	V	PERF|VF:1|ROOT:ذرأ|LEM:ذَرَأَ|3MS
13:3:1	لَ	P	P|PREF|LEM:ل
13:3:2	كُمْ	N	PRON|2MP
13:4:1	فِى	P	P|LEM:فِي
13:5:1	ٱلْ	P	DET|PREF|LEM:ال
13:5:2	أَرْضِ	N	ROOT:أرض|LEM:أَرْض|F|GEN
13:6:1	مُخْتَلِفًا	N	ACT_PCPL|VF:8|ROOT:خلف|LEM:مُخْتَلِف|M|INDEF|ACC
13:7:1	أَلْوَٰنُ	N	ROOT:لون|LEM:لَوْن|MP|NOM
13:7:2	هُۥٓ	N	PRON|SUFF|3MS
13:8:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
13:9:1	فِى	P	P|LEM:فِي
13:10:1	ذَٰ	N	DEM|LEM:ذا|MS
13:10:2	لِ	P	DIST|SUFF|LEM:ل
13:10:3	كَ	P	ADDR|SUFF|M
13:11:1	لَ	P	EMPH|PREF|LEM:ل
13:11:2	ءَايَةً	N	ROOT:أيي|LEM:آيَة|FS|INDEF|ACC
13:12:1	لِّ	P	P|PREF|LEM:ل
13:12:2	قَوْمٍ	N	ROOT:قوم|LEM:قَوْم|M|INDEF|GEN
13:13:1	يَذَّكَّرُ	V	IMPF|VF:5|ROOT:ذكر|LEM:تَذَكَّرَ|3MP|MOOD:IND
13:13:2	ونَ	N	PRON|SUFF|3MP
14:1:1	وَ	P	CONJ|PREF|LEM:و
14:1:2	هُوَ	N	PRON|3MS
14:2:1	ٱلَّذِى	N	REL|LEM:الَّذِي|MS
14:3:1	سَخَّرَ	V	PERF|VF:2|ROOT:سخر|LEM:سَخَّرَ|3MS
14:4:1	ٱلْ	P	DET|PREF|LEM:ال
14:4:2	بَحْرَ	N	ROOT:بحر|LEM:بَحْر|M|ACC
14:5:1	لِ	P	PRP|PREF|LEM:ل
14:5:2	تَأْكُلُ	V	IMPF|VF:1|ROOT:أكل|LEM:أَكَلَ|2MP|MOOD:SUBJ
14:5:3	وا۟	N	PRON|SUFF|2MP
14:6:1	مِنْ	P	P|LEM:مِن
14:6:2	هُ	N	PRON|SUFF|3MS
14:7:1	لَحْمًا	N	ROOT:لحم|LEM:لَحْم|M|INDEF|ACC
14:8:1	طَرِيًّا	N	ROOT:طرو|LEM:طَرِيّ|MS|INDEF|ACC|ADJ
14:9:1	وَ	P	CONJ|PREF|LEM:و
14:9:2	تَسْتَخْرِجُ	V	IMPF|VF:10|ROOT:خرج|LEM:اسْتَخْرَجَ|2MP|MOOD:SUBJ
14:9:3	وا۟	N	PRON|SUFF|2MP
14:10:1	مِنْ	P	P|LEM:مِن
14:10:2	هُ	N	PRON|SUFF|3MS
14:11:1	حِلْيَةً	N	ROOT:حلي|LEM:حِلْيَة|F|INDEF|ACC
14:12:1	تَلْبَسُ	V	IMPF|VF:1|ROOT:لبس|LEM:لَبَسْ|2MP|MOOD:IND
14:12:2	ونَ	N	PRON|SUFF|2MP
14:12:3	هَا	N	PRON|SUFF|3FS
14:13:1	وَ	P	CONJ|PREF|LEM:و
14:13:2	تَرَى	V	IMPF|VF:1|ROOT:رأي|LEM:رَأَى|2MS|MOOD:IND
14:14:1	ٱلْ	P	DET|PREF|LEM:ال
14:14:2	فُلْكَ	N	ROOT:فلك|LEM:فُلْك|M|ACC
14:15:1	مَوَاخِرَ	N	ROOT:مخر|LEM:مَواخِر|MP|ACC
14:16:1	فِي	P	P|LEM:فِي
14:16:2	هِ	N	PRON|SUFF|3MS
14:17:1	وَ	P	CONJ|PREF|LEM:و
14:17:2	لِ	P	PRP|PREF|LEM:ل
14:17:3	تَبْتَغُ	V	IMPF|VF:8|ROOT:بغي|LEM:ابْتَغَى|2MP|MOOD:SUBJ
14:17:4	وا۟	N	PRON|SUFF|2MP
14:18:1	مِن	P	P|LEM:مِن
14:19:1	فَضْلِ	N	ROOT:فضل|LEM:فَضْل|M|GEN
14:19:2	هِۦ	N	PRON|SUFF|3MS
14:20:1	وَ	P	CONJ|PREF|LEM:و
14:20:2	لَعَلَّ	P	ACC|LEM:لَعَلّ|FAM:إِنّ
14:20:3	كُمْ	N	PRON|SUFF|2MP
14:21:1	تَشْكُرُ	V	IMPF|VF:1|ROOT:شكر|LEM:شَكَرَ|2MP|MOOD:IND
14:21:2	ونَ	N	PRON|SUFF|2MP
15:1:1	وَ	P	CONJ|PREF|LEM:و
15:1:2	أَلْقَىٰ	V	PERF|VF:4|ROOT:لقي|LEM:أَلْقَى|3MS
15:2:1	فِى	P	P|LEM:فِي
15:3:1	ٱلْ	P	DET|PREF|LEM:ال
15:3:2	أَرْضِ	N	ROOT:أرض|LEM:أَرْض|F|GEN
15:4:1	رَوَٰسِىَ	N	ACT_PCPL|VF:1|ROOT:رسو|LEM:رَواسِي|FP|ACC
15:5:1	أَن	P	SUB|LEM:أَن
15:6:1	تَمِيدَ	V	IMPF|VF:1|ROOT:ميد|LEM:تَمِيدَ|3FS|MOOD:SUBJ
15:7:1	بِ	P	P|PREF|LEM:ب
15:7:2	كُمْ	N	PRON|2MP
15:8:1	وَ	P	CONJ|PREF|LEM:و
15:8:2	أَنْهَٰرًا	N	ROOT:نهر|LEM:نَهَر|MP|INDEF|ACC
15:9:1	وَ	P	CONJ|PREF|LEM:و
15:9:2	سُبُلًا	N	ROOT:سبل|LEM:سَبِيل|MP|INDEF|ACC
15:10:1	لَّعَلَّ	P	ACC|LEM:لَعَلّ|FAM:إِنّ
15:10:2	كُمْ	N	PRON|SUFF|2MP
15:11:1	تَهْتَدُ	V	IMPF|VF:8|ROOT:هدي|LEM:اهْتَدَى|2MP|MOOD:IND
15:11:2	ونَ	N	PRON|SUFF|2MP
16:1:1	وَ	P	CONJ|PREF|LEM:و
16:1:2	عَلَٰمَٰتٍ	N	ROOT:علم|LEM:عَلامَة|FP|INDEF|GEN
16:2:1	وَ	P	CONJ|PREF|LEM:و
16:2:2	بِ	P	P|PREF|LEM:ب
16:2:3	ٱل	P	DET|PREF|LEM:ال
16:2:4	نَّجْمِ	N	ROOT:نجم|LEM:نَجْم|M|GEN
16:3:1	هُمْ	N	PRON|3MP
16:4:1	يَهْتَدُ	V	IMPF|VF:8|ROOT:هدي|LEM:اهْتَدَى|3MP|MOOD:IND
16:4:2	ونَ	N	PRON|SUFF|3MP
17:1:1	أَ	N	INTG|PREF|LEM:أ
17:1:2	فَ	P	SUP|PREF|LEM:ف
17:1:3	مَن	N	REL|LEM:مَن
17:2:1	يَخْلُقُ	V	IMPF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MS|MOOD:IND
17:3:1	كَ	P	P|PREF|LEM:ك
17:3:2	مَن	N	REL|LEM:مَن
17:4:1	لَّا	P	NEG|LEM:لا
17:5:1	يَخْلُقُ	V	IMPF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MS|MOOD:IND
17:6:1	أَ	N	INTG|PREF|LEM:أ
17:6:2	فَ	P	SUP|PREF|LEM:ف
17:6:3	لَا	P	NEG|LEM:لا
17:7:1	تَذَكَّرُ	V	IMPF|VF:5|ROOT:ذكر|LEM:تَذَكَّرَ|2MP|MOOD:IND
17:7:2	ونَ	N	PRON|SUFF|2MP
18:1:1	وَ	P	CONJ|PREF|LEM:و
18:1:2	إِن	P	COND|LEM:إِن
18:2:1	تَعُدُّ	V	IMPF|VF:1|ROOT:عدد|LEM:عَدَّ|2MP|MOOD:SUBJ
18:2:2	وا۟	N	PRON|SUFF|2MP
18:3:1	نِعْمَةَ	N	ROOT:نعم|LEM:نِعْمَة|F|ACC
18:4:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
18:5:1	لَا	P	PRO|LEM:لا
18:6:1	تُحْصُ	V	IMPF|VF:4|ROOT:حصي|LEM:أَحْصَى|2MP|MOOD:JUS
18:6:2	و	N	PRON|SUFF|2MP
18:6:3	هَآ	N	PRON|SUFF|3FS
18:7:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
18:8:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
18:9:1	لَ	P	EMPH|PREF|LEM:ل
18:9:2	غَفُورٌ	N	ROOT:غفر|LEM:غَفُور|MS|INDEF|NOM
18:10:1	رَّحِيمٌ	N	ROOT:رحم|LEM:رَحِيم|MS|INDEF|NOM|ADJ
19:1:1	وَ	P	CONJ|PREF|LEM:و
19:1:2	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
19:2:1	يَعْلَمُ	V	IMPF|VF:1|ROOT:علم|LEM:عَلِمَ|3MS|MOOD:IND
19:3:1	مَا	N	REL|LEM:ما
19:4:1	تُسِرُّ	V	IMPF|VF:4|ROOT:سرر|LEM:أَسَرَّ|2MP|MOOD:IND
19:4:2	ونَ	N	PRON|SUFF|2MP
19:5:1	وَ	P	CONJ|PREF|LEM:و
19:5:2	مَا	N	REL|LEM:ما
19:6:1	تُعْلِنُ	V	IMPF|VF:4|ROOT:علن|LEM:أَعْلَن|2MP|MOOD:IND
19:6:2	ونَ	N	PRON|SUFF|2MP
20:1:1	وَ	P	CONJ|PREF|LEM:و
20:1:2	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
20:2:1	يَدْعُ	V	IMPF|VF:1|ROOT:دعو|LEM:دَعا|3MP|MOOD:IND
20:2:2	ونَ	N	PRON|SUFF|3MP
20:3:1	مِن	P	P|LEM:مِن
20:4:1	دُونِ	N	ROOT:دون|LEM:دُون|GEN
20:5:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
20:6:1	لَا	P	NEG|LEM:لا
20:7:1	يَخْلُقُ	V	IMPF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MP|MOOD:IND
20:7:2	ونَ	N	PRON|SUFF|3MP
20:8:1	شَيْـًٔا	N	ROOT:شيأ|LEM:شَىْء|M|INDEF|ACC
20:9:1	وَ	P	CONJ|PREF|LEM:و
20:9:2	هُمْ	N	PRON|3MP
20:10:1	يُخْلَقُ	V	IMPF|VF:1|PASS|ROOT:خلق|LEM:خَلَقَ|3MP|MOOD:IND
20:10:2	ونَ	N	PRON|SUFF|3MP
21:1:1	أَمْوَٰتٌ	N	ROOT:موت|LEM:مَيِّت|MP|INDEF|NOM
21:2:1	غَيْرُ	N	ROOT:غير|LEM:غَيْر|M|NOM
21:3:1	أَحْيَآءٍ	N	ROOT:حيي|LEM:حَيّ|MP|INDEF|GEN
21:4:1	وَ	P	CONJ|PREF|LEM:و
21:4:2	مَا	P	NEG|LEM:ما
21:5:1	يَشْعُرُ	V	IMPF|VF:1|ROOT:شعر|LEM:يَشْعُرُ|3MP|MOOD:IND
21:5:2	ونَ	N	PRON|SUFF|3MP
21:6:1	أَيَّانَ	N	INTG|LEM:أَيّان
