1:1:1	سُورَةٌ	N	ROOT:سور|LEM:سُورَة|F|INDEF|NOM
3:16:3	كَ	P	ADDR|SUFF|M
3:17:1	عَلَى	P	P|LEM:عَلَى
3:18:1	ٱلْ	P	DET|PREF|LEM:ال
3:18:2	مُؤْمِنِينَ	N	ACT_PCPL|VF:4|ROOT:أمن|LEM:مُؤْمِن|MP|GEN
4:1:1	وَ	P	CONJ|PREF|LEM:و
4:1:2	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
4:2:1	يَرْمُ	V	IMPF|VF:1|ROOT:رمي|LEM:رَمَى|3MP|MOOD:IND
4:2:2	ونَ	N	PRON|SUFF|3MP
4:3:1	ٱلْ	P	DET|PREF|LEM:ال
4:3:2	مُحْصَنَٰتِ	N	PASS_PCPL|VF:4|ROOT:حصن|LEM:مُحْصَنَة|FP|ACC
4:4:1	ثُمَّ	P	CONJ|LEM:ثُمّ
4:5:1	لَمْ	P	NEG|LEM:لَم
4:6:1	يَأْتُ	V	IMPF|VF:1|ROOT:أتي|LEM:أَتَى|3MP|MOOD:JUS
4:6:2	وا۟	N	PRON|SUFF|3MP
4:7:1	بِ	P	P|PREF|LEM:ب
4:7:2	أَرْبَعَةِ	N	ROOT:ربع|LEM:أَرْبَعَة|F|GEN
4:8:1	شُهَدَآءَ	N	ROOT:شهد|LEM:شَهِيد|MP|GEN
4:9:1	فَ	P	REM|PREF|LEM:ف
4:9:2	ٱجْلِدُ	V	IMPV|VF:1|ROOT:جلد|LEM:اجْلِدُ|2MP
4:9:3	و	N	PRON|SUFF|2MP
4:9:4	هُمْ	N	PRON|SUFF|3MP
4:10:1	ثَمَٰنِينَ	N	ROOT:ثمن|LEM:ثَمانِين|MP|ACC
4:11:1	جَلْدَةً	N	ROOT:جلد|LEM:جَلْدَة|F|INDEF|ACC
4:12:1	وَ	P	CONJ|PREF|LEM:و
4:12:2	لَا	P	PRO|LEM:لا
4:13:1	تَقْبَلُ	V	IMPF|VF:1|ROOT:قبل|LEM:يَقْبَلُ|2MP|MOOD:JUS
4:13:2	وا۟	N	PRON|SUFF|2MP
4:14:1	لَ	P	P|PREF|LEM:ل
4:14:2	هُمْ	N	PRON|3MP
4:15:1	شَهَٰدَةً	N	ROOT:شهد|LEM:شَهادَة|F|INDEF|ACC
4:16:1	أَبَدًا	N	T|ROOT:أبد|LEM:أَبَدًا|M|INDEF|ACC
4:17:1	وَ	P	CONJ|PREF|LEM:و
4:17:2	أُو۟لَٰٓئِ	N	DEM|LEM:ذا|P
4:17:3	كَ	P	ADDR|SUFF|M
4:18:1	هُمُ	N	PRON|3MP
4:19:1	ٱلْ	P	DET|PREF|LEM:ال
4:19:2	فَٰسِقُونَ	N	ACT_PCPL|VF:1|ROOT:فسق|LEM:فاسِق|MP|NOM
5:1:1	إِلَّا	P	RES|LEM:إِلّا
5:2:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
5:3:1	تَابُ	V	PERF|VF:1|ROOT:توب|LEM:تابَ|3MP
5:3:2	وا۟	N	PRON|SUFF|3MP
5:4:1	مِنۢ	P	P|LEM:مِن
5:5:1	بَعْدِ	N	ROOT:بعد|LEM:بَعْد|GEN
5:6:1	ذَٰ	N	DEM|LEM:ذا|MS
5:6:2	لِ	P	DIST|SUFF|LEM:ل
5:6:3	كَ	P	ADDR|SUFF|M
5:7:1	وَ	P	CONJ|PREF|LEM:و
5:7:2	أَصْلَحُ	V	PERF|VF:4|ROOT:صلح|LEM:أَصْلَحَ|3MP
5:7:3	وا۟	N	PRON|SUFF|3MP
5:8:1	فَ	P	REM|PREF|LEM:ف
5:8:2	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
5:9:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
5:10:1	غَفُورٌ	N	ROOT:غفر|LEM:غَفُور|MS|INDEF|NOM
5:11:1	رَّحِيمٌ	N	ROOT:رحم|LEM:رَحِيم|MS|INDEF|NOM|ADJ
6:1:1	وَ	P	CONJ|PREF|LEM:و
6:1:2	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
6:2:1	يَرْمُ	V	IMPF|VF:1|ROOT:رمي|LEM:رَمَى|3MP|MOOD:IND
6:2:2	ونَ	N	PRON|SUFF|3MP
6:3:1	أَزْوَٰجَ	N	ROOT:زوج|LEM:زَوْج|MP|ACC
6:3:2	هُمْ	N	PRON|SUFF|3MP
6:4:1	وَ	P	CIRC|PREF|LEM:و
6:4:2	لَمْ	P	NEG|LEM:لَم
6:5:1	يَكُن	V	IMPF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MS|MOOD:JUS
6:6:1	لَّ	P	P|PREF|LEM:ل
6:6:2	هُمْ	N	PRON|3MP
6:7:1	شُهَدَآءُ	N	ROOT:شهد|LEM:شَهِيد|MP|NOM
6:8:1	إِلَّآ	P	RES|LEM:إِلّا
6:9:1	أَنفُسُ	N	ROOT:نفس|LEM:نَفْس|FP|NOM
6:9:2	هُمْ	N	PRON|SUFF|3MP
6:10:1	فَ	P	REM|PREF|LEM:ف
6:10:2	شَهَٰدَةُ	N	ROOT:شهد|LEM:شَهادَة|F|NOM
6:11:1	أَحَدِ	N	ROOT:أحد|LEM:أَحَد|M|GEN
6:11:2	هِمْ	N	PRON|SUFF|3MP
6:12:1	أَرْبَعُ	N	ROOT:ربع|LEM:أَرْبَع|M|NOM
6:13:1	شَهَٰدَٰتٍۭ	N	ROOT:شهد|LEM:شَهادَة|FP|INDEF|GEN
6:14:1	بِ	P	P|PREF|LEM:ب
6:14:2	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
6:15:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
6:15:2	هُۥ	N	PRON|SUFF|3MS
6:16:1	لَ	P	EMPH|PREF|LEM:ل
6:16:2	مِنَ	P	P|LEM:مِن
6:17:1	ٱل	P	DET|PREF|LEM:ال
6:17:2	صَّٰدِقِينَ	N	ACT_PCPL|VF:1|ROOT:صدق|LEM:صادِق|MP|GEN
7:1:1	وَ	P	CONJ|PREF|LEM:و
7:1:2	ٱلْ	P	DET|PREF|LEM:ال
7:1:3	خَٰمِسَةُ	N	ROOT:خمس|LEM:خامِسَة|F|NOM
7:2:1	أَنَّ	P	ACC|LEM:أَنّ|FAM:إِنّ
7:3:1	لَعْنَتَ	N	ROOT:لعن|LEM:لَعْنَة|F|ACC
7:4:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
7:5:1	عَلَيْ	P	P|LEM:عَلَى
7:5:2	هِ	N	PRON|SUFF|3MS
7:6:1	إِن	P	COND|LEM:إِن
7:7:1	كَانَ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MS
7:8:1	مِنَ	P	P|LEM:مِن
7:9:1	ٱلْ	P	DET|PREF|LEM:ال
7:9:2	كَٰذِبِينَ	N	ACT_PCPL|VF:1|ROOT:كذب|LEM:كاذِب|MP|GEN
8:1:1	وَ	P	CONJ|PREF|LEM:و
8:1:2	يَدْرَؤُا۟	V	IMPF|VF:1|ROOT:درأ|LEM:يَدْرَؤُا۟|3MS|MOOD:IND
8:2:1	عَنْ	P	P|LEM:عَن
8:2:2	هَا	N	PRON|SUFF|3FS
8:3:1	ٱلْ	P	DET|PREF|LEM:ال
8:3:2	عَذَابَ	N	ROOT:عذب|LEM:عَذاب|M|ACC
8:4:1	أَن	P	SUB|LEM:أَن
8:5:1	تَشْهَدَ	V	IMPF|VF:1|ROOT:شهد|LEM:شَهِدَ|3FS|MOOD:SUBJ
8:6:1	أَرْبَعَ	N	ROOT:ربع|LEM:أَرْبَع|M|ACC
8:7:1	شَهَٰدَٰتٍۭ	N	ROOT:شهد|LEM:شَهادَة|FP|INDEF|GEN
8:8:1	بِ	P	P|PREF|LEM:ب
8:8:2	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
8:9:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
8:9:2	هُۥ	N	PRON|SUFF|3MS
8:10:1	لَ	P	EMPH|PREF|LEM:ل
8:10:2	مِنَ	P	P|LEM:مِن
8:11:1	ٱلْ	P	DET|PREF|LEM:ال
8:11:2	كَٰذِبِينَ	N	ACT_PCPL|VF:1|ROOT:كذب|LEM:كاذِب|MP|GEN
9:1:1	وَ	P	CONJ|PREF|LEM:و
9:1:2	ٱلْ	P	DET|PREF|LEM:ال
9:1:3	خَٰمِسَةَ	N	ROOT:خمس|LEM:خامِسَة|F|ACC
9:2:1	أَنَّ	P	ACC|LEM:أَنّ|FAM:إِنّ
9:3:1	غَضَبَ	N	ROOT:غضب|LEM:غَضَب|M|ACC
9:4:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
9:5:1	عَلَيْ	P	P|LEM:عَلَى
9:5:2	هَآ	N	PRON|SUFF|3FS
9:6:1	إِن	P	COND|LEM:إِن
9:7:1	كَانَ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MS
9:8:1	مِنَ	P	P|LEM:مِن
9:9:1	ٱل	P	DET|PREF|LEM:ال
9:9:2	صَّٰدِقِينَ	N	ACT_PCPL|VF:1|ROOT:صدق|LEM:صادِق|MP|GEN
10:1:1	وَ	P	CONJ|PREF|LEM:و
10:1:2	لَوْلَا	P	COND|LEM:لَوْلا
10:2:1	فَضْلُ	N	ROOT:فضل|LEM:فَضْل|M|NOM
10:3:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
10:4:1	عَلَيْ	P	P|LEM:عَلَى
10:4:2	كُمْ	N	PRON|SUFF|2MP
10:5:1	وَ	P	CONJ|PREF|LEM:و
10:5:2	رَحْمَتُ	N	ROOT:رحم|LEM:رَحْمَة|F|NOM
10:5:3	هُۥ	N	PRON|SUFF|3MS
10:6:1	وَ	P	CONJ|PREF|LEM:و
10:6:2	أَنَّ	P	ACC|LEM:أَنّ|FAM:إِنّ
10:7:1	ٱللَّهَ	N	PN|ROOT:أله|LEM:اللَّه|ACC
10:8:1	تَوَّابٌ	N	ACT_PCPL|VF:1|ROOT:توب|LEM:تَوّاب|MS|INDEF|NOM
10:9:1	حَكِيمٌ	N	ROOT:حكم|LEM:حَكِيم|MS|INDEF|NOM|ADJ
11:1:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
11:2:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
11:3:1	جَآءُ	V	PERF|VF:1|ROOT:جيأ|LEM:جاءَ|3MP
11:3:2	و	N	PRON|SUFF|3MP
11:4:1	بِ	P	P|PREF|LEM:ب
11:4:2	ٱلْ	P	DET|PREF|LEM:ال
11:4:3	إِفْكِ	N	ROOT:أفك|LEM:إِفْك|M|GEN
11:5:1	عُصْبَةٌ	N	ROOT:عصب|LEM:عُصْبَة|F|INDEF|NOM
11:6:1	مِّن	P	P|LEM:مِن
11:6:2	كُمْ	N	PRON|SUFF|2MP
11:7:1	لَا	P	PRO|LEM:لا
11:8:1	تَحْسَبُ	V	IMPF|VF:1|ROOT:حسب|LEM:حَسِبَ|2MP|MOOD:JUS
11:8:2	و	N	PRON|SUFF|2MP
11:8:3	هُ	N	PRON|SUFF|3MS
11:9:1	شَرًّا	N	ROOT:شرر|LEM:شَرّ|MS|INDEF|ACC
11:10:1	لَّ	P	P|PREF|LEM:ل
11:10:2	كُم	N	PRON|2MP
11:11:1	بَلْ	P	RET|LEM:بَل
11:12:1	هُوَ	N	PRON|3MS
11:13:1	خَيْرٌ	N	ROOT:خير|LEM:خَيْر|MS|INDEF|NOM
11:14:1	لَّ	P	P|PREF|LEM:ل
11:14:2	كُمْ	N	PRON|2MP
11:15:1	لِ	P	P|PREF|LEM:ل
11:15:2	كُلِّ	N	ROOT:كلل|LEM:كُلّ|M|GEN
11:16:1	ٱمْرِئٍ	N	ROOT:مرأ|LEM:امْرِئ|M|INDEF|GEN
11:17:1	مِّنْ	P	P|LEM:مِن
11:17:2	هُم	N	PRON|SUFF|3MP
11:18:1	مَّا	N	REL|LEM:ما
11:19:1	ٱكْتَسَبَ	V	PERF|VF:8|ROOT:كسب|LEM:اكْتَسَبَ|3MS
11:20:1	مِنَ	P	P|LEM:مِن
11:21:1	ٱلْ	P	DET|PREF|LEM:ال
11:21:2	إِثْمِ	N	ROOT:أثم|LEM:إِثْم|M|GEN
11:22:1	وَ	P	CONJ|PREF|LEM:و
11:22:2	ٱلَّذِى	N	REL|LEM:الَّذِي|MS
11:23:1	تَوَلَّىٰ	V	PERF|VF:5|ROOT:ولي|LEM:تَوَلَّى|3MS
11:24:1	كِبْرَ	N	ROOT:كبر|LEM:كِبْر|M|ACC
11:24:2	هُۥ	N	PRON|SUFF|3MS
11:25:1	مِنْ	P	P|LEM:مِن
11:25:2	هُمْ	N	PRON|SUFF|3MP
11:26:1	لَ	P	P|PREF|LEM:ل
11:26:2	هُۥ	N	PRON|3MS
11:27:1	عَذَابٌ	N	ROOT:عذب|LEM:عَذاب|M|INDEF|NOM
11:28:1	عَظِيمٌ	N	ROOT:عظم|LEM:عَظِيم|MS|INDEF|NOM|ADJ
12:1:1	لَّوْلَآ	P	EXH|LEM:لَوْلا
12:2:1	إِذْ	N	T|LEM:إِذ
12:3:1	سَمِعْ	V	PERF|VF:1|ROOT:سمع|LEM:سَمِعَ|2MP
12:3:2	تُمُو	N	PRON|SUFF|2MP
12:3:3	هُ	N	PRON|SUFF|3MS
12:4:1	ظَنَّ	V	PERF|VF:1|ROOT:ظنن|LEM:ظَنَّ|3MS
12:5:1	ٱلْ	P	DET|PREF|LEM:ال
12:5:2	مُؤْمِنُونَ	N	ACT_PCPL|VF:4|ROOT:أمن|LEM:مُؤْمِن|MP|NOM
12:6:1	وَ	P	CONJ|PREF|LEM:و
12:6:2	ٱلْ	P	DET|PREF|LEM:ال
12:6:3	مُؤْمِنَٰتُ	N	ACT_PCPL|VF:4|ROOT:أمن|LEM:مُؤْمِنَة|FP|NOM
12:7:1	بِ	P	P|PREF|LEM:ب
12:7:2	أَنفُسِ	N	ROOT:نفس|LEM:نَفْس|FP|GEN
12:7:3	هِمْ	N	PRON|SUFF|3MP
12:8:1	خَيْرًا	N	ROOT:خير|LEM:خَيْر|MS|INDEF|ACC|ADJ
12:9:1	وَ	P	CONJ|PREF|LEM:و
12:9:2	قَالُ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|3MP
12:9:3	وا۟	N	PRON|SUFF|3MP
12:10:1	هَٰ	P	ATT|PREF|LEM:ه
12:10:2	ذَآ	N	DEM|LEM:ذا|MS
12:11:1	إِفْكٌ	N	ROOT:أفك|LEM:إِفْك|M|INDEF|NOM
12:12:1	مُّبِينٌ	N	ACT_PCPL|VF:4|ROOT:بين|LEM:مُبِين|M|INDEF|NOM|ADJ
13:1:1	لَّوْلَا	P	EXH|LEM:لَوْلا
13:2:1	جَآءُ	V	PERF|VF:1|ROOT:جيأ|LEM:جاءَ|3MP
13:2:2	و	N	PRON|SUFF|3MP
13:3:1	عَلَيْ	P	P|LEM:عَلَى
13:3:2	هِ	N	PRON|SUFF|3MS
13:4:1	بِ	P	P|PREF|LEM:ب
13:4:2	أَرْبَعَةِ	N	ROOT:ربع|LEM:أَرْبَعَة|F|GEN
13:5:1	شُهَدَآءَ	N	ROOT:شهد|LEM:شَهِيد|MP|ACC|ADJ
13:6:1	فَ	P	REM|PREF|LEM:ف
13:6:2	إِذْ	N	T|LEM:إِذ
13:7:1	لَمْ	P	NEG|LEM:لَم
13:8:1	يَأْتُ	V	IMPF|VF:1|ROOT:أتي|LEM:أَتَى|3MP|MOOD:JUS
13:8:2	وا۟	N	PRON|SUFF|3MP
13:9:1	بِ	P	P|PREF|LEM:ب
13:9:2	ٱل	P	DET|PREF|LEM:ال
13:9:3	شُّهَدَآءِ	N	ROOT:شهد|LEM:شَهِيد|MP|GEN
13:10:1	فَ	P	REM|PREF|LEM:ف
13:10:2	أُو۟لَٰٓئِ	N	DEM|LEM:ذا|P
13:10:3	كَ	P	ADDR|SUFF|M
13:11:1	عِندَ	N	LOC|ROOT:عند|LEM:عِند|ACC
13:12:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
13:13:1	هُمُ	N	PRON|3MP
13:14:1	ٱلْ	P	DET|PREF|LEM:ال
13:14:2	كَٰذِبُونَ	N	ACT_PCPL|VF:1|ROOT:كذب|LEM:كاذِب|MP|NOM
14:1:1	وَ	P	CONJ|PREF|LEM:و
14:1:2	لَوْلَا	P	COND|LEM:لَوْلا
14:2:1	فَضْلُ	N	ROOT:فضل|LEM:فَضْل|M|NOM
14:3:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
14:4:1	عَلَيْ	P	P|LEM:عَلَى
14:4:2	كُمْ	N	PRON|SUFF|2MP
14:5:1	وَ	P	CONJ|PREF|LEM:و
14:5:2	رَحْمَتُ	N	ROOT:رحم|LEM:رَحْمَة|F|NOM
14:5:3	هُۥ	N	PRON|SUFF|3MS
14:6:1	فِى	P	P|LEM:فِي
14:7:1	ٱل	P	DET|PREF|LEM:ال
14:7:2	دُّنْيَا	N	ROOT:دنو|LEM:دُنْيا|FS|GEN
14:8:1	وَ	P	CONJ|PREF|LEM:و
14:8:2	ٱلْ	P	DET|PREF|LEM:ال
14:8:3	ءَاخِرَةِ	N	ROOT:أخر|LEM:آخِر|FS|GEN
14:9:1	لَ	P	EMPH|PREF|LEM:ل
14:9:2	مَسَّ	V	PERF|VF:1|ROOT:مسس|LEM:مَسَّ|3MS
14:9:3	كُمْ	N	PRON|SUFF|2MP
14:10:1	فِى	P	P|LEM:فِي
14:11:1	مَآ	N	REL|LEM:ما
14:12:1	أَفَضْ	V	PERF|VF:4|ROOT:فيض|LEM:أَفاضَ|2MP
14:12:2	تُمْ	N	PRON|SUFF|2MP
14:13:1	فِي	P	P|LEM:فِي
14:13:2	هِ	N	PRON|SUFF|3MS
14:14:1	عَذَابٌ	N	ROOT:عذب|LEM:عَذاب|M|INDEF|NOM
14:15:1	عَظِيمٌ	N	ROOT:عظم|LEM:عَظِيم|MS|INDEF|NOM|ADJ
15:1:1	إِذْ	N	T|LEM:إِذ
15:2:1	تَلَقَّ	V	IMPF|VF:5|ROOT:لقي|LEM:تَلَقَّى|2MP|MOOD:IND
15:2:2	وْنَ	N	PRON|SUFF|2MP
15:2:3	هُۥ	N	PRON|SUFF|3MS
15:3:1	بِ	P	P|PREF|LEM:ب
15:3:2	أَلْسِنَتِ	N	ROOT:لسن|LEM:لِسان|MP|GEN
15:3:3	كُمْ	N	PRON|SUFF|2MP
15:4:1	وَ	P	CONJ|PREF|LEM:و
15:4:2	تَقُولُ	V	IMPF|VF:1|ROOT:قول|LEM:قالَ|2MP|MOOD:IND
15:4:3	ونَ	N	PRON|SUFF|2MP
15:5:1	بِ	P	P|PREF|LEM:ب
15:5:2	أَفْوَاهِ	N	ROOT:فوه|LEM:أَفْواه|MP|GEN
15:5:3	كُم	N	PRON|SUFF|2MP
15:6:1	مَّا	N	REL|LEM:ما
15:7:1	لَيْسَ	V	PERF|VF:1|ROOT:ليس|LEM:لَيْسَ|FAM:كَان|3MS
15:8:1	لَ	P	P|PREF|LEM:ل
15:8:2	كُم	N	PRON|2MP
15:9:1	بِ	P	P|PREF|LEM:ب
15:9:2	هِۦ	N	PRON|3MS
15:10:1	عِلْمٌ	N	ROOT:علم|LEM:عِلْم|M|INDEF|NOM
15:11:1	وَ	P	CONJ|PREF|LEM:و
15:11:2	تَحْسَبُ	V	IMPF|VF:1|ROOT:حسب|LEM:حَسِبَ|2MP|MOOD:IND
15:11:3	ونَ	N	PRON|SUFF|2MP
15:11:4	هُۥ	N	PRON|SUFF|3MS
15:12:1	هَيِّنًا	N	ROOT:هون|LEM:هَيِّن|MS|INDEF|ACC
15:13:1	وَ	P	CIRC|PREF|LEM:و
15:13:2	هُوَ	N	PRON|3MS
15:14:1	عِندَ	N	LOC|ROOT:عند|LEM:عِند|ACC
15:15:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
15:16:1	عَظِيمٌ	N	ROOT:عظم|LEM:عَظِيم|MS|INDEF|NOM
16:1:1	وَ	P	CONJ|PREF|LEM:و
16:1:2	لَوْلَآ	P	EXH|LEM:لَوْلا
16:2:1	إِذْ	N	T|LEM:إِذ
16:3:1	سَمِعْ	V	PERF|VF:1|ROOT:سمع|LEM:سَمِعَ|2MP
16:3:2	تُمُو	N	PRON|SUFF|2MP
16:3:3	هُ	N	PRON|SUFF|3MS
16:4:1	قُلْ	V	PERF|VF:1|ROOT:قول|LEM:قالَ|2MP
16:4:2	تُم	N	PRON|SUFF|2MP
16:5:1	مَّا	P	NEG|LEM:ما
16:6:1	يَكُونُ	V	IMPF|VF:1|ROOT:كون|LEM:كانَ|3MS|MOOD:IND
16:7:1	لَ	P	P|PREF|LEM:ل
16:7:2	نَآ	N	PRON|1P
16:8:1	أَن	P	SUB|LEM:أَن
16:9:1	نَّتَكَلَّمَ	V	IMPF|VF:5|ROOT:كلم|LEM:يَتَكَلَّمُ|1P|MOOD:SUBJ
16:10:1	بِ	P	P|PREF|LEM:ب
16:10:2	هَٰ	P	ATT|PREF|LEM:ه
16:10:3	ذَا	N	DEM|LEM:ذا|MS
