1:1:1	الٓمٓ	P	INL|
6:9:2	نَّاسِ	N	ROOT:أنس|LEM:ناس|MP|GEN
6:10:1	لَا	P	NEG|LEM:لا
6:11:1	يَعْلَمُ	V	IMPF|VF:1|ROOT:علم|LEM:عَلِمَ|3MP|MOOD:IND
6:11:2	ونَ	N	PRON|SUFF|3MP
7:1:1	يَعْلَمُ	V	IMPF|VF:1|ROOT:علم|LEM:عَلِمَ|3MP|MOOD:IND
7:1:2	ونَ	N	PRON|SUFF|3MP
7:2:1	ظَٰهِرًا	N	ACT_PCPL|VF:1|ROOT:ظهر|LEM:ظاهِر|M|INDEF|ACC
7:3:1	مِّنَ	P	P|LEM:مِن
7:4:1	ٱلْ	P	DET|PREF|LEM:ال
7:4:2	حَيَوٰةِ	N	ROOT:حيي|LEM:حَياة|F|GEN
7:5:1	ٱل	P	DET|PREF|LEM:ال
7:5:2	دُّنْيَا	N	ROOT:دنو|LEM:دُنْيا|FS|GEN|ADJ
7:6:1	وَ	P	CONJ|PREF|LEM:و
7:6:2	هُمْ	N	PRON|3MP
7:7:1	عَنِ	P	P|LEM:عَن
7:8:1	ٱلْ	P	DET|PREF|LEM:ال
7:8:2	ءَاخِرَةِ	N	ROOT:أخر|LEM:آخِر|FS|GEN
7:9:1	هُمْ	N	PRON|3MP
7:10:1	غَٰفِلُونَ	N	ACT_PCPL|VF:1|ROOT:غفل|LEM:غافِل|MP|NOM
8:1:1	أَ	N	INTG|PREF|LEM:أ
8:1:2	وَ	P	SUP|PREF|LEM:و
8:1:3	لَمْ	P	NEG|LEM:لَم
8:2:1	يَتَفَكَّرُ	V	IMPF|VF:5|ROOT:فكر|LEM:يَتَفَكَّرُ|3MP|MOOD:JUS
8:2:2	وا۟	N	PRON|SUFF|3MP
8:3:1	فِىٓ	P	P|LEM:فِي
8:4:1	أَنفُسِ	N	ROOT:نفس|LEM:نَفْس|FP|GEN
8:4:2	هِم	N	PRON|SUFF|3MP
8:5:1	مَّا	P	NEG|LEM:ما
8:6:1	خَلَقَ	V	PERF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MS
8:7:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
8:8:1	ٱل	P	DET|PREF|LEM:ال
8:8:2	سَّمَٰوَٰتِ	N	ROOT:سمو|LEM:سَماء|FP|GEN
8:9:1	وَ	P	CONJ|PREF|LEM:و
8:9:2	ٱلْ	P	DET|PREF|LEM:ال
8:9:3	أَرْضَ	N	ROOT:أرض|LEM:أَرْض|F|ACC
8:10:1	وَ	P	CONJ|PREF|LEM:و
8:10:2	مَا	N	REL|LEM:ما
8:11:1	بَيْنَ	N	LOC|ROOT:بين|LEM:بَيْن|ACC
8:11:2	هُمَآ	N	PRON|SUFF|3D
8:12:1	إِلَّا	P	RES|LEM:إِلّا
8:13:1	بِ	P	P|PREF|LEM:ب
8:13:2	ٱلْ	P	DET|PREF|LEM:ال
8:13:3	حَقِّ	N	ROOT:حقق|LEM:حَقّ|M|GEN
8:14:1	وَ	P	CONJ|PREF|LEM:و
8:14:2	أَجَلٍ	N	ROOT:أجل|LEM:أَجَل|M|INDEF|GEN
8:15:1	مُّسَمًّى	N	PASS_PCPL|VF:2|ROOT:سمو|LEM:مُسَمًّى|M|INDEF|GEN
8:16:1	وَ	P	CONJ|PREF|LEM:و
8:16:2	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
8:17:1	كَثِيرًا	N	ROOT:كثر|LEM:كَثِير|MS|INDEF|ACC
8:18:1	مِّنَ	P	P|LEM:مِن
8:19:1	ٱل	P	DET|PREF|LEM:ال
8:19:2	نَّاسِ	N	ROOT:أنس|LEM:ناس|MP|GEN
8:20:1	بِ	P	P|PREF|LEM:ب
8:20:2	لِقَآئِ	N	VN|VF:3|ROOT:لقي|LEM:لِقاء|M|GEN
8:21:1	رَبِّ	N	ROOT:ربب|LEM:رَبّ|M|GEN
8:21:2	هِمْ	N	PRON|SUFF|3MP
8:22:1	لَ	P	EMPH|PREF|LEM:ل
8:22:2	كَٰفِرُونَ	N	ACT_PCPL|VF:1|ROOT:كفر|LEM:كافِر|MP|NOM
9:1:1	أَ	N	INTG|PREF|LEM:أ
9:1:2	وَ	P	SUP|PREF|LEM:و
9:1:3	لَمْ	P	NEG|LEM:لَم
9:2:1	يَسِيرُ	V	IMPF|VF:1|ROOT:سير|LEM:سارَ|3MP|MOOD:JUS
9:2:2	وا۟	N	PRON|SUFF|3MP
9:3:1	فِى	P	P|LEM:فِي
9:4:1	ٱلْ	P	DET|PREF|LEM:ال
9:4:2	أَرْضِ	N	ROOT:أرض|LEM:أَرْض|F|GEN
9:5:1	فَ	P	CONJ|PREF|LEM:ف
9:5:2	يَنظُرُ	V	IMPF|VF:1|ROOT:نظر|LEM:نَظَرَ|3MP|MOOD:SUBJ
9:5:3	وا۟	N	PRON|SUFF|3MP
9:6:1	كَيْفَ	N	ROOT:كيف|LEM:كَيْف
9:7:1	كَانَ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MS
9:8:1	عَٰقِبَةُ	N	ROOT:عقب|LEM:عاقِبَة|F|NOM
9:9:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
9:10:1	مِن	P	P|LEM:مِن
9:11:1	قَبْلِ	N	ROOT:قبل|LEM:قَبْل|GEN
9:11:2	هِمْ	N	PRON|SUFF|3MP
9:12:1	كَانُ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MP
9:12:2	وٓا۟	N	PRON|SUFF|3MP
9:13:1	أَشَدَّ	N	ROOT:شدد|LEM:أَشَدّ|MS|ACC
9:14:1	مِنْ	P	P|LEM:مِن
9:14:2	هُمْ	N	PRON|SUFF|3MP
9:15:1	قُوَّةً	N	ROOT:قوي|LEM:قُوَّة|F|INDEF|ACC
9:16:1	وَ	P	CONJ|PREF|LEM:و
9:16:2	أَثَارُ	V	PERF|VF:4|ROOT:ثور|LEM:أَثارُ|3MP
9:16:3	وا۟	N	PRON|SUFF|3MP
9:17:1	ٱلْ	P	DET|PREF|LEM:ال
9:17:2	أَرْضَ	N	ROOT:أرض|LEM:أَرْض|F|ACC
9:18:1	وَ	P	CONJ|PREF|LEM:و
9:18:2	عَمَرُ	V	PERF|VF:1|ROOT:عمر|LEM:عَمَرُ|3MP
9:18:3	و	N	PRON|SUFF|3MP
9:18:4	هَآ	N	PRON|SUFF|3FS
9:19:1	أَكْثَرَ	N	ROOT:كثر|LEM:أَكْثَر|MS|ACC
9:20:1	مِ	P	P|LEM:مِن
9:20:2	مَّا	N	REL|LEM:ما
9:21:1	عَمَرُ	V	PERF|VF:1|ROOT:عمر|LEM:عَمَرُ|3MP
9:21:2	و	N	PRON|SUFF|3MP
9:21:3	هَا	N	PRON|SUFF|3FS
9:22:1	وَ	P	CONJ|PREF|LEM:و
9:22:2	جَآءَتْ	V	PERF|VF:1|ROOT:جيأ|LEM:جاءَ|3FS
9:22:3	هُمْ	N	PRON|SUFF|3MP
9:23:1	رُسُلُ	N	ROOT:رسل|LEM:رَسُول|MP|NOM
9:23:2	هُم	N	PRON|SUFF|3MP
9:24:1	بِ	P	P|PREF|LEM:ب
9:24:2	ٱلْ	P	DET|PREF|LEM:ال
9:24:3	بَيِّنَٰتِ	N	ROOT:بين|LEM:بَيِّنَة|FP|GEN
9:25:1	فَ	P	REM|PREF|LEM:ف
9:25:2	مَا	P	NEG|LEM:ما
9:26:1	كَانَ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MS
9:27:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
9:28:1	لِ	P	PRP|PREF|LEM:ل
9:28:2	يَظْلِمَ	V	IMPF|VF:1|ROOT:ظلم|LEM:ظَلَمَ|3MS|MOOD:SUBJ
9:28:3	هُمْ	N	PRON|SUFF|3MP
9:29:1	وَ	P	CONJ|PREF|LEM:و
9:29:2	لَٰكِن	P	AMD|LEM:لٰكِن
9:30:1	كَانُ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MP
9:30:2	وٓا۟	N	PRON|SUFF|3MP
9:31:1	أَنفُسَ	N	ROOT:نفس|LEM:نَفْس|FP|ACC
9:31:2	هُمْ	N	PRON|SUFF|3MP
9:32:1	يَظْلِمُ	V	IMPF|VF:1|ROOT:ظلم|LEM:ظَلَمَ|3MP|MOOD:IND
9:32:2	ونَ	N	PRON|SUFF|3MP
10:1:1	ثُمَّ	P	CONJ|LEM:ثُمّ
10:2:1	كَانَ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MS
10:3:1	عَٰقِبَةَ	N	ROOT:عقب|LEM:عاقِبَة|F|ACC
10:4:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
10:5:1	أَسَٰٓـُٔ	V	PERF|VF:4|ROOT:سوأ|LEM:أَساءَ|3MP
10:5:2	وا۟	N	PRON|SUFF|3MP
10:6:1	ٱل	P	DET|PREF|LEM:ال
10:6:2	سُّوٓأَىٰٓ	N	ROOT:سوأ|LEM:سُوٓأَى|M|NOM
10:7:1	أَن	P	SUB|LEM:أَن
10:8:1	كَذَّبُ	V	PERF|VF:2|ROOT:كذب|LEM:كَذَّبَ|3MP
10:8:2	وا۟	N	PRON|SUFF|3MP
10:9:1	بِ	P	P|PREF|LEM:ب
10:9:2	ـَٔايَٰتِ	N	ROOT:أيي|LEM:آيَة|FP|GEN
10:10:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
10:11:1	وَ	P	CONJ|PREF|LEM:و
10:11:2	كَانُ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MP
10:11:3	وا۟	N	PRON|SUFF|3MP
10:12:1	بِ	P	P|PREF|LEM:ب
10:12:2	هَا	N	PRON|3FS
10:13:1	يَسْتَهْزِءُ	V	IMPF|VF:10|ROOT:هزأ|LEM:اسْتُهْزِئَ|3MP|MOOD:IND
10:13:2	ونَ	N	PRON|SUFF|3MP
11:1:1	ٱللَّهُ	N	PN|ROOT:أله|LEM:اللَّه|NOM
11:2:1	يَبْدَؤُا۟	V	IMPF|VF:1|ROOT:بدأ|LEM:بَدَأَ|3MS|MOOD:IND
11:3:1	ٱلْ	P	DET|PREF|LEM:ال
11:3:2	خَلْقَ	N	ROOT:خلق|LEM:خَلْق|M|ACC
11:4:1	ثُمَّ	P	CONJ|LEM:ثُمّ
11:5:1	يُعِيدُ	V	IMPF|VF:4|ROOT:عود|LEM:أُعِيدُ|3MS|MOOD:IND
11:5:2	هُۥ	N	PRON|SUFF|3MS
11:6:1	ثُمَّ	P	CONJ|LEM:ثُمّ
11:7:1	إِلَيْ	P	P|LEM:إِلَى
11:7:2	هِ	N	PRON|SUFF|3MS
11:8:1	تُرْجَعُ	V	IMPF|VF:1|PASS|ROOT:رجع|LEM:رَجَعَ|2MP|MOOD:IND
11:8:2	ونَ	N	PRON|SUFF|2MP
12:1:1	وَ	P	CONJ|PREF|LEM:و
12:1:2	يَوْمَ	N	ROOT:يوم|LEM:يَوْم|M|ACC
12:2:1	تَقُومُ	V	IMPF|VF:1|ROOT:قوم|LEM:قامَ|3FS|MOOD:IND
12:3:1	ٱل	P	DET|PREF|LEM:ال
12:3:2	سَّاعَةُ	N	ROOT:سوع|LEM:ساعَة|F|NOM
12:4:1	يُبْلِسُ	V	IMPF|VF:4|ROOT:بلس|LEM:يُبْلِسُ|3MS|MOOD:IND
12:5:1	ٱلْ	P	DET|PREF|LEM:ال
12:5:2	مُجْرِمُونَ	N	ACT_PCPL|VF:4|ROOT:جرم|LEM:مُجْرِم|MP|NOM
13:1:1	وَ	P	CONJ|PREF|LEM:و
13:1:2	لَمْ	P	NEG|LEM:لَم
13:2:1	يَكُن	V	IMPF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MS|MOOD:JUS
13:3:1	لَّ	P	P|PREF|LEM:ل
13:3:2	هُم	N	PRON|3MP
13:4:1	مِّن	P	P|LEM:مِن
13:5:1	شُرَكَآئِ	N	ROOT:شرك|LEM:شَرِيك|MP|GEN
13:5:2	هِمْ	N	PRON|SUFF|3MP
13:6:1	شُفَعَٰٓؤُا۟	N	ROOT:شفع|LEM:شَفِيع|MP|NOM
13:7:1	وَ	P	CONJ|PREF|LEM:و
13:7:2	كَانُ	V	PERF|VF:1|ROOT:كون|LEM:كانَ|FAM:كَان|3MP
13:7:3	وا۟	N	PRON|SUFF|3MP
13:8:1	بِ	P	P|PREF|LEM:ب
13:8:2	شُرَكَآئِ	N	ROOT:شرك|LEM:شَرِيك|MP|GEN
13:8:3	هِمْ	N	PRON|SUFF|3MP
13:9:1	كَٰفِرِينَ	N	ACT_PCPL|VF:1|ROOT:كفر|LEM:كافِر|MP|ACC
14:1:1	وَ	P	CONJ|PREF|LEM:و
14:1:2	يَوْمَ	N	ROOT:يوم|LEM:يَوْم|M|ACC
14:2:1	تَقُومُ	V	IMPF|VF:1|ROOT:قوم|LEM:قامَ|3FS|MOOD:IND
14:3:1	ٱل	P	DET|PREF|LEM:ال
14:3:2	سَّاعَةُ	N	ROOT:سوع|LEM:ساعَة|F|NOM
14:4:1	يَوْمَ	N	T|ROOT:يوم|LEM:يَوْم
14:4:2	ئِذٍ	N	T|LEM:إِذ
14:5:1	يَتَفَرَّقُ	V	IMPF|VF:5|ROOT:فرق|LEM:تَفَرَّقَ|3MP|MOOD:IND
14:5:2	ونَ	N	PRON|SUFF|3MP
15:1:1	فَ	P	REM|PREF|LEM:ف
15:1:2	أَمَّا	P	EXL|LEM:أَمّا
15:2:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
15:3:1	ءَامَنُ	V	PERF|VF:4|ROOT:أمن|LEM:آمَنَ|3MP
15:3:2	وا۟	N	PRON|SUFF|3MP
15:4:1	وَ	P	CONJ|PREF|LEM:و
15:4:2	عَمِلُ	V	PERF|VF:1|ROOT:عمل|LEM:عَمِلَ|3MP
15:4:3	وا۟	N	PRON|SUFF|3MP
15:5:1	ٱل	P	DET|PREF|LEM:ال
15:5:2	صَّٰلِحَٰتِ	N	ACT_PCPL|VF:1|ROOT:صلح|LEM:صالِحَة|FP|GEN
15:6:1	فَ	P	REM|PREF|LEM:ف
15:6:2	هُمْ	N	PRON|3MP
15:7:1	فِى	P	P|LEM:فِي
15:8:1	رَوْضَةٍ	N	ROOT:روض|LEM:رَوْضَة|F|INDEF|GEN
15:9:1	يُحْبَرُ	V	IMPF|VF:1|PASS|ROOT:حبر|LEM:يُحْبَرُ|3MP|MOOD:IND
15:9:2	ونَ	N	PRON|SUFF|3MP
16:1:1	وَ	P	CONJ|PREF|LEM:و
16:1:2	أَمَّا	P	EXL|LEM:أَمّا
16:2:1	ٱلَّذِينَ	N	REL|LEM:الَّذِي|MP
16:3:1	كَفَرُ	V	PERF|VF:1|ROOT:كفر|LEM:كَفَرَ|3MP
16:3:2	وا۟	N	PRON|SUFF|3MP
16:4:1	وَ	P	CONJ|PREF|LEM:و
16:4:2	كَذَّبُ	V	PERF|VF:2|ROOT:كذب|LEM:كَذَّبَ|3MP
16:4:3	وا۟	N	PRON|SUFF|3MP
16:5:1	بِ	P	P|PREF|LEM:ب
16:5:2	ـَٔايَٰتِ	N	ROOT:أيي|LEM:آيَة|FP|GEN
16:5:3	نَا	N	PRON|SUFF|1P
16:6:1	وَ	P	CONJ|PREF|LEM:و
16:6:2	لِقَآئِ	N	VN|VF:3|ROOT:لقي|LEM:لِقاء|M|GEN
16:7:1	ٱلْ	P	DET|PREF|LEM:ال
16:7:2	ءَاخِرَةِ	N	ROOT:أخر|LEM:آخِر|FS|GEN
16:8:1	فَ	P	REM|PREF|LEM:ف
16:8:2	أُو۟لَٰٓئِ	N	DEM|LEM:ذا|P
16:8:3	كَ	P	ADDR|SUFF|M
16:9:1	فِى	P	P|LEM:فِي
16:10:1	ٱلْ	P	DET|PREF|LEM:ال
16:10:2	عَذَابِ	N	ROOT:عذب|LEM:عَذاب|M|GEN
16:11:1	مُحْضَرُونَ	N	PASS_PCPL|VF:4|ROOT:حضر|LEM:مُحْضَر|MP|NOM
17:1:1	فَ	P	REM|PREF|LEM:ف
17:1:2	سُبْحَٰنَ	N	ROOT:سبح|LEM:سُبْحان|M|ACC
17:2:1	ٱللَّهِ	N	PN|ROOT:أله|LEM:اللَّه|GEN
17:3:1	حِينَ	N	ROOT:حين|LEM:حِين|M|ACC
17:4:1	تُمْسُ	V	IMPF|VF:4|ROOT:مسو|LEM:تُمْسُ|2MP|MOOD:IND
17:4:2	ونَ	N	PRON|SUFF|2MP
17:5:1	وَ	P	CONJ|PREF|LEM:و
17:5:2	حِينَ	N	ROOT:حين|LEM:حِين|M|ACC
17:6:1	تُصْبِحُ	V	IMPF|VF:4|ROOT:صبح|LEM:أَصْبَحَ|FAM:كَان|2MP|MOOD:IND
17:6:2	ونَ	N	PRON|SUFF|2MP
18:1:1	وَ	P	CONJ|PREF|LEM:و
18:1:2	لَ	P	P|PREF|LEM:ل
18:1:3	هُ	N	PRON|3MS
18:2:1	ٱلْ	P	DET|PREF|LEM:ال
18:2:2	حَمْدُ	N	ROOT:حمد|LEM:حَمْد|M|NOM
18:3:1	فِى	P	P|LEM:فِي
18:4:1	ٱل	P	DET|PREF|LEM:ال
18:4:2	سَّمَٰوَٰتِ	N	ROOT:سمو|LEM:سَماء|FP|GEN
18:5:1	وَ	P	CONJ|PREF|LEM:و
18:5:2	ٱلْ	P	DET|PREF|LEM:ال
18:5:3	أَرْضِ	N	ROOT:أرض|LEM:أَرْض|F|GEN
18:6:1	وَ	P	CONJ|PREF|LEM:و
18:6:2	عَشِيًّا	N	ROOT:عشو|LEM:عَشِيّ|M|INDEF|ACC
18:7:1	وَ	P	CONJ|PREF|LEM:و
18:7:2	حِينَ	N	ROOT:حين|LEM:حِين|M|ACC
18:8:1	تُظْهِرُ	V	IMPF|VF:4|ROOT:ظهر|LEM:أَظْهَرَ|2MP|MOOD:IND
18:8:2	ونَ	N	PRON|SUFF|2MP
19:1:1	يُخْرِجُ	V	IMPF|VF:4|ROOT:خرج|LEM:أَخْرَجَ|3MS|MOOD:IND
19:2:1	ٱلْ	P	DET|PREF|LEM:ال
19:2:2	حَىَّ	N	ROOT:حيي|LEM:حَيّ|MS|ACC
19:3:1	مِنَ	P	P|LEM:مِن
19:4:1	ٱلْ	P	DET|PREF|LEM:ال
19:4:2	مَيِّتِ	N	ROOT:موت|LEM:مَيِّت|MS|GEN
19:5:1	وَ	P	CONJ|PREF|LEM:و
19:5:2	يُخْرِجُ	V	IMPF|VF:4|ROOT:خرج|LEM:أَخْرَجَ|3MS|MOOD:IND
19:6:1	ٱلْ	P	DET|PREF|LEM:ال
19:6:2	مَيِّتَ	N	ROOT:موت|LEM:مَيِّت|MS|ACC
19:7:1	مِنَ	P	P|LEM:مِن
19:8:1	ٱلْ	P	DET|PREF|LEM:ال
19:8:2	حَىِّ	N	ROOT:حيي|LEM:حَيّ|MS|GEN
19:9:1	وَ	P	CONJ|PREF|LEM:و
19:9:2	يُحْىِ	V	IMPF|VF:4|ROOT:حيي|LEM:أَحْيا|3MS|MOOD:IND
19:10:1	ٱلْ	P	DET|PREF|LEM:ال
19:10:2	أَرْضَ	N	ROOT:أرض|LEM:أَرْض|F|ACC
19:11:1	بَعْدَ	N	T|ROOT:بعد|LEM:بَعْد|ACC
19:12:1	مَوْتِ	N	ROOT:موت|LEM:مَوْت|M|GEN
19:12:2	هَا	N	PRON|SUFF|3FS
19:13:1	وَ	P	CONJ|PREF|LEM:و
19:13:2	كَ	P	P|PREF|LEM:ك
19:13:3	ذَٰ	N	DEM|LEM:ذا|MS
19:13:4	لِ	P	DIST|SUFF|LEM:ل
19:13:5	كَ	P	ADDR|SUFF|M
19:14:1	تُخْرَجُ	V	IMPF|VF:4|PASS|ROOT:خرج|LEM:أَخْرَجَ|2MP|MOOD:IND
19:14:2	ونَ	N	PRON|SUFF|2MP
20:1:1	وَ	P	CONJ|PREF|LEM:و
20:1:2	مِنْ	P	P|LEM:مِن
20:2:1	ءَايَٰتِ	N	ROOT:أيي|LEM:آيَة|FP|GEN
20:2:2	هِۦٓ	N	PRON|SUFF|3MS
20:3:1	أَنْ	P	SUB|LEM:أَن
20:4:1	خَلَقَ	V	PERF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MS
20:4:2	كُم	N	PRON|SUFF|2MP
20:5:1	مِّن	P	P|LEM:مِن
20:6:1	تُرَابٍ	N	ROOT:ترب|LEM:تُراب|M|INDEF|GEN
20:7:1	ثُمَّ	P	CONJ|LEM:ثُمّ
20:8:1	إِذَآ	P	SUR|LEM:إِذا
20:9:1	أَنتُم	N	PRON|2MP
20:10:1	بَشَرٌ	N	ROOT:بشر|LEM:بَشَر|M|INDEF|NOM
20:11:1	تَنتَشِرُ	V	IMPF|VF:8|ROOT:نشر|LEM:تَنتَشِرُ|2MP|MOOD:IND
20:11:2	ونَ	N	PRON|SUFF|2MP
21:1:1	وَ	P	CONJ|PREF|LEM:و
21:1:2	مِنْ	P	P|LEM:مِن
21:2:1	ءَايَٰتِ	N	ROOT:أيي|LEM:آيَة|FP|GEN
21:2:2	هِۦٓ	N	PRON|SUFF|3MS
21:3:1	أَنْ	P	SUB|LEM:أَن
21:4:1	خَلَقَ	V	PERF|VF:1|ROOT:خلق|LEM:خَلَقَ|3MS
21:5:1	لَ	P	P|PREF|LEM:ل
21:5:2	كُم	N	PRON|2MP
21:6:1	مِّنْ	P	P|LEM:مِن
21:7:1	أَنفُسِ	N	ROOT:نفس|LEM:نَفْس|FP|GEN
21:7:2	كُمْ	N	PRON|SUFF|2MP
21:8:1	أَزْوَٰجًا	N	ROOT:زوج|LEM:زَوْج|MP|INDEF|ACC
21:9:1	لِّ	P	PRP|PREF|LEM:ل
21:9:2	تَسْكُنُ	V	IMPF|VF:1|ROOT:سكن|LEM:سَكَنَ|2MP|MOOD:SUBJ
21:9:3	وٓا۟	N	PRON|SUFF|2MP
21:10:1	إِلَيْ	P	P|LEM:إِلَى
21:10:2	هَا	N	PRON|SUFF|3FS
21:11:1	وَ	P	CONJ|PREF|LEM:و
21:11:2	جَعَلَ	V	PERF|VF:1|ROOT:جعل|LEM:جَعَلَ|3MS
21:12:1	بَيْنَ	N	LOC|ROOT:بين|LEM:بَيْن|ACC
21:12:2	كُم	N	PRON|SUFF|2MP
21:13:1	مَّوَدَّةً	N	ROOT:ودد|LEM:مَوَدَّة|F|INDEF|ACC
21:14:1	وَ	P	CONJ|PREF|LEM:و
21:14:2	رَحْمَةً	N	ROOT:رحم|LEM:رَحْمَة|F|INDEF|ACC
21:15:1	إِنَّ	P	ACC|LEM:إِنّ|FAM:إِنّ
21:16:1	فِى	P	P|LEM:فِي
21:17:1	ذَٰ	N	DEM|LEM:ذا|MS
21:17:2	لِ	P	DIST|SUFF|LEM:ل
21:17:3	كَ	P	ADDR|SUFF|M
21:18:1	لَ	P	EMPH|PREF|LEM:ل
21:18:2	ءَايَٰتٍ	N	ROOT:أيي|LEM:آيَة|FP|INDEF|GEN
21:19:1	لِّ	P	P|PREF|LEM:ل
21:19:2	قَوْمٍ	N	ROOT:قوم|LEM:قَوْم|M|INDEF|GEN
21:20:1	يَتَفَكَّرُ	V	IMPF|VF:5|ROOT:فكر|LEM:يَتَفَكَّرُ|3MP|MOOD:IND
21:20:2	ونَ	N	PRON|SUFF|3MP
22:1:1	وَ	P	CONJ|PREF|LEM:و
22:1:2	مِنْ	P	P|LEM:مِن
22:2:1	ءَايَٰتِ	N	ROOT:أيي|LEM:آيَة|FP|GEN
